Rename Method	Translation	Positive	Negative	EmotionRationale
3983 commit 5e4103bba9ff1b8a0faaee7fb70504ca515d796b merge: 403096e 86be31d merge "a bit more refactoring around the resource repository." 	3983 commit 5e4103bba9ff1b8a0faee7fb70504ca515d796b merge: 403096e 86be31d merge "a bit more refactoring around the resource repository.	1	-1	 3983[0] commit[0] 5e4103bba9ff1b8a0faaee7fb70504ca515d796b/5e4103bba9ff1b8a0faee7fb70504ca515d796b[0] merge[0] 403096e[0] 86be31d[0] merge[0] a[0] bit[0] more[0] refactoring[0] around[0] the[0] resource[0] repository[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3984 commit 86be31dde602ef2af040a73940849d0c66c9991f a bit more refactoring around the resource repository. - move configurable in the same package as folderconfiguration. - move resourcemanager.getconfig in folderconfiguration. - move resourcemaanger.processfolder in resourcerepository. - move resourcemanager.processfile in resourcefolder. - rename some misc methods. change-id: ifa557c7db22c3fb82327a68f4365c08d152d9cf4 	3984 commit 86be31dde602ef2af040a73940849d0c66c991f a bit more refactoring around the resource repository.<br> - move configurable in the same package as folderconfiguration.<br> - move resourcemanager.<br>getconfig in folderconfiguration.<br> - move resourcemanger.<br>processfolder in resourcerepository.<br> - move resourcemanager.<br>processfile in resourcefolder.<br> - rename some misc methods.<br> change-id: ifa557c7db22c3fb82327a68f4365c08d152d9cf4	1	-1	 3984[0] commit[0] 86be31dde602ef2af040a73940849d0c66c9991f/86be31dde602ef2af040a73940849d0c66c991f[0] a[0] bit[0] more[0] refactoring[0] around[0] the[0] resource[0] repository[0] [[Sentence=-1,1=word max, 1-5]] move[0] configurable[0] in[0] the[0] same[0] package[0] as[0] folderconfiguration[0] [[Sentence=-1,1=word max, 1-5]] move[0] resourcemanager[0] [[Sentence=-1,1=word max, 1-5]] getconfig[0] in[0] folderconfiguration[0] [[Sentence=-1,1=word max, 1-5]] move[0] resourcemaanger/resourcemanger[0] [[Sentence=-1,1=word max, 1-5]] processfolder[0] in[0] resourcerepository[0] [[Sentence=-1,1=word max, 1-5]] move[0] resourcemanager[0] [[Sentence=-1,1=word max, 1-5]] processfile[0] in[0] resourcefolder[0] [[Sentence=-1,1=word max, 1-5]] rename[0] some[0] misc[0] methods[0] [[Sentence=-1,1=word max, 1-5]] change[0] id[0] ifa557c7db22c3fb82327a68f4365c08d152d9cf4[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4038 commit 9be69095bcb0d56373c0a0e52f0b3840aa0df127 merge: d4192b5 0757ce4 merge "more refactoring work: convert hierarchy, and change type" 	4038 commit 9be69095bcb0d56373c0a0e52f0b3840a0df127 merge: d4192b5 0757ce4 merge "more refactoring work: convert hierarchy, and change type"	1	-1	 4038[0] commit[0] 9be69095bcb0d56373c0a0e52f0b3840aa0df127/9be69095bcb0d56373c0a0e52f0b3840a0df127[0] merge[0] d4192b5[0] 0757ce4[0] merge[0] more[0] refactoring[0] work[0] convert[0] hierarchy[0] and[0] change[0] type[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4045 commit 0757ce4af2764e4dd564acc0b1a013e910abc8da more refactoring work: convert hierarchy, and change type a lot of work on the "change layout" refactoring to improve conversion to a relative layout. first, add a "flatten hierarchy" option which can take an entire hierarchy of layout widgets and flatten it down to a single top level relativelayout where the constraints attempt to reflect the original layout. (this isn't always possible, since some layout managers offer features not possible to express in relativelayout, such as a linearlayout with multiple different weights) but it often works or is at least a good start. (this work is ongoing, but since my changeset is getting large i want to check in this snapshot since the functionality is better than what is in the trunk.) this changeset also adds a new refactoring: change widget type. this can be applied to a selection of elements, and it will convert the widget type to the new target widget type. it will also remove any attributes that are not valid for the new layout. it also improves the wizards which display the possible target types. for change widget type, it will first offer "related" widgets, so for an analogclock it will first offer digital clock, for a checkbox it will offer a checked text view and a radio button, etc. in addition, it will list views and layouts that it finds in any library jars (except for the builtin android ones), and any custom view classes in the project. there is also now some preliminary support for refactoring unit tests. these tests must be run as eclipse plugin tests, since they utilize the xml model (and the xml model cannot be mocked). the test infrastructure reads source xml files, applies the refactoring change list to them, and diffs the output with the known expected output (also stored as result xml files in the test project). finally, there are a number of fixes and improvements to the shared refactoring code. change-id: i0974653e530dfb4feb625e0eef8257c29d50614b 	4045 commit 0757ce4af2764e4dd564acc0b1a013e910abc8da more refactoring work: convert hierarchy, and change type a lot of work on the "change layout" refactoring to improve conversion to a relative layout.<br> first, add a "flatten hierarchy" option which can take an entire hierarchy of layout widgets and flatten it down to a single top level relativelayout where the constraints attempt to reflect the original layout.<br> (this isn't always possible, since some layout managers offer features not possible to express in relativelayout, such as a linearlayout with multiple different weights) but it often works or is at least a good start.<br> (this work is ongoing, but since my changeset is getting large i want to check in this snapshot since the functionality is better than what is in the trunk.<br> this changeset also adds a new refactoring: change widget type.<br> this can be applied to a selection of elements, and it will convert the widget type to the new target widget type.<br> it will also remove any attributes that are not valid for the new layout.<br> it also improves the wizards which display the possible target types.<br> for change widget type, it will first offer "related" widgets, so for an analogclock it will first offer digital clock, for a checkbox it will offer a checked text view and a radio button, etc.<br> in addition, it will list views and layouts that it finds in any library jars (except for the builtin android ones) and any custom view classes in the project.<br> there is also now some preliminary support for refactoring unit tests.<br> these tests must be run as eclipse plugin tests, since they utilize the xml model (and the xml model cannot be mocked)<br> the test infrastructure reads source xml files, applies the refactoring change list to them, and diffs the output with the known expected output (also stored as result xml files in the test project)<br> finally, there are a number of fixes and improvements to the shared refactoring code.<br> change-id: i0974653e530dfb4feb625e0eef8257c29d50614b	3	-2	 4045[0] commit[0] 0757ce4af2764e4dd564acc0b1a013e910abc8da[0] more[0] refactoring[0] work[0] convert[0] hierarchy[0] and[0] change[0] type[0] a[0] lot[0] of[0] work[0] on[0] the[0] change[0] layout[0] refactoring[0] to[0] improve[1] conversion[0] to[0] a[0] relative[0] layout[0] [[Sentence=-1,2=word max, 1-5]] first[0] add[0] a[0] flatten[0] hierarchy[0] option[0] which[0] can[0] take[0] an[0] entire[0] hierarchy[0] of[0] layout[0] widgets[0] and[0] flatten[0] it[0] down[0] to[0] a[0] single[0] top[0] level[0] relativelayout[0] where[0] the[0] constraints[0] attempt[0] to[0] reflect[0] the[0] original[0] layout[0] [[Sentence=-1,1=word max, 1-5]] this[0] isn't[0] always[0] possible[0] since[0] some[0] layout[0] managers[0] offer[0] features[0] not[0] possible[0] to[0] express[0] in[0] relativelayout[0] such[0] as[0] a[0] linearlayout[0] with[0] multiple[0] different[0] weights[0] but[0] it[0] often[0] works[0] or[0] is[0] at[0] least[0] a[0] good[1] start[0] [[Sentence=-1,2=word max, 1-5]] this[0] work[0] is[0] ongoing[0] but[0] since[0] my[0] changeset[0] is[0] getting[0] large[0] i[0] want[0] to[0] check[0] in[0] this[0] snapshot[0] since[0] the[0] functionality[0] is[0] better[0] than[0] what[0] is[0] in[0] the[0] trunk[0] [[Sentence=-1,1=word max, 1-5]] this[0] changeset[0] also[0] adds[0] a[0] new[0] refactoring[0] change[0] widget[0] type[0] [[Sentence=-1,1=word max, 1-5]] this[0] can[0] be[0] applied[0] to[0] a[0] selection[0] of[0] elements[0] and[0] it[0] will[0] convert[0] the[0] widget[0] type[0] to[0] the[0] new[0] target[0] widget[0] type[0] [[Sentence=-1,1=word max, 1-5]] it[0] will[0] also[0] remove[0] any[0] attributes[0] that[0] are[0] not[0] valid[0] for[0] the[0] new[0] layout[0] [[Sentence=-1,1=word max, 1-5]] it[0] also[0] improves[1] the[0] wizards[0] which[0] display[0] the[0] possible[0] target[0] types[0] [[Sentence=-1,2=word max, 1-5]] for[0] change[0] widget[0] type[0] it[0] will[0] first[0] offer[0] related[0] widgets[0] so[0] for[0] an[0] analogclock[0] it[0] will[0] first[0] offer[0] digital[0] clock[0] for[0] a[0] checkbox[0] it[0] will[0] offer[0] a[0] checked[0] text[0] view[0] and[0] a[0] radio[0] button[0] etc[0] [[Sentence=-1,1=word max, 1-5]] in[0] addition[0] it[0] will[0] list[0] views[0] and[0] layouts[0] that[0] it[0] finds[0] in[0] any[0] library[0] jars[0] except[0] for[0] the[0] builtin[0] android[0] ones[0] and[0] any[0] custom[0] view[0] classes[0] in[0] the[0] project[0] [[Sentence=-1,1=word max, 1-5]] there[0] is[0] also[0] now[0] some[0] preliminary[0] support[0] for[0] refactoring[0] unit[0] tests[0] [[Sentence=-1,1=word max, 1-5]] these[0] tests[0] must[0] be[0] run[0] as[0] eclipse[0] plugin[0] tests[0] since[0] they[0] utilize[0] the[0] xml[0] model[0] and[0] the[0] xml[0] model[0] cannot[0] be[0] mocked[-2][NegatedDueToPreviousWord] [[Sentence=-1,3=word max, 1-5]] the[0] test[0] infrastructure[0] reads[0] source[-1] xml[0] files[0] applies[0] the[0] refactoring[0] change[0] list[0] to[0] them[0] and[0] diffs[0] the[0] output[0] with[0] the[0] known[0] expected[0] output[0] also[0] stored[0] as[0] result[0] xml[0] files[0] in[0] the[0] test[0] project[0] [[Sentence=-2,1=word max, 1-5]] finally[0] there[0] are[0] a[0] number[0] of[0] fixes[0] and[0] improvements[1] to[0] the[0] shared[0] refactoring[0] code[0] [[Sentence=-1,2=word max, 1-5]] change[0] id[0] i0974653e530dfb4feb625e0eef8257c29d50614b[0] [[Sentence=-1,1=word max, 1-5]][[[3,-2 max of sentences]]]
4087 commit 7c6a3d2fa9361fdd473d74f4e335bdbd914a95e5 merge: 5ec81d7 8dc4366 merge "refactoring: wrap in container, change layout type, extract" 	4087 commit 7c6a3d2fa9361fdd473d74f4e335bdbd914a95e5 merge: 5ec81d7 8dc4366 merge "refactoring: wrap in container, change layout type, extract"	1	-1	 4087[0] commit[0] 7c6a3d2fa9361fdd473d74f4e335bdbd914a95e5[0] merge[0] 5ec81d7[0] 8dc4366[0] merge[0] refactoring[0] wrap[0] in[0] container[0] change[0] layout[0] type[0] extract[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4088 commit 8dc4366bbaad39d56e1c2ded4046c86a95a17666 refactoring: wrap in container, change layout type, extract this changeset adds refactoring support for 3 visual refactoring operations: (1) wrap in container. this can be invoked on one or more sibling views (or the root view) to add a new layout container into the hierarchy which "wraps" the views. the refactoring can also update the layout attributes (such as relativelayout attachments) such that they refer to the new container instead. if invoked on the root element, the namespace declarations are migrated from the old root to the new root. (2) change layout. this can be invoked on a layout view to change the type of layout. in addition to editing the xml type declaration, it also removes layout parameters that no longer apply, and depending on which layout you are converting from and converting to, it may attempt to perform some translation to preserve the layout characteristics. in particular, if you convert from a linearlayout to a relativelayout, then it will use relativelayout params to emulate the old linearlayout by attaching items below (for vertical layouts) or to the right of (for horizontal layout) the previous sibling, and if the baseline property was set on the linearlayout it will also add baseline constraints on the relativelayout. (it also adds default ids on any elements that need it.) there is a lot more we can do to support layout transformations; this is just a beginning. (3) extract as include. we already had this feature, but it performed its own xml document manipulation. this code has been rewritten to use the eclipse refactoring support (which the other two refactorings are implemented to use as well), which among other things means that you get preview support - you can press preview from the refactoring dialog to see the edits before they are made. this rewrite is also necessary to support an upcoming feature: the ability to replace occurrences in other configuration-variations of this layout; for that we need to ability to do multi-file changes which the refactoring support is ideal for. change-id: i50b142645f14c29c798fc02df6df69bad5b9426c 	4088 commit 8dc4366bbad39d56e1c2ded4046c86a95a1766 refactoring: wrap in container, change layout type, extract this changeset adds refactoring support for 3 visual refactoring operations: (1) wrap in container.<br> this can be invoked on one or more sibling views (or the root view) to add a new layout container into the hierarchy which "wraps" the views.<br> the refactoring can also update the layout attributes (such as relativelayout attachments) such that they refer to the new container instead.<br> if invoked on the root element, the namespace declarations are migrated from the old root to the new root.<br> (2) change layout.<br> this can be invoked on a layout view to change the type of layout.<br> in addition to editing the xml type declaration, it also removes layout parameters that no longer apply, and depending on which layout you are converting from and converting to, it may attempt to perform some translation to preserve the layout characteristics.<br> in particular, if you convert from a linearlayout to a relativelayout, then it will use relativelayout params to emulate the old linearlayout by attaching items below (for vertical layouts) or to the right of (for horizontal layout) the previous sibling, and if the baseline property was set on the linearlayout it will also add baseline constraints on the relativelayout.<br> (it also adds default ids on any elements that need it.<br> there is a lot more we can do to support layout transformations; this is just a beginning.<br> (3) extract as include.<br> we already had this feature, but it performed its own xml document manipulation.<br> this code has been rewritten to use the eclipse refactoring support (which the other two refactorings are implemented to use as well) which among other things means that you get preview support - you can press preview from the refactoring dialog to see the edits before they are made.<br> this rewrite is also necessary to support an upcoming feature: the ability to replace occurrences in other configuration-variations of this layout; for that we need to ability to do multi-file changes which the refactoring support is ideal for.<br> change-id: i50b142645f14c29c798fc02df6df69bad5b9426c	2	-2	 4088[0] commit[0] 8dc4366bbaad39d56e1c2ded4046c86a95a17666/8dc4366bbad39d56e1c2ded4046c86a95a1766[0][+0.6 MultipleLetters] refactoring[0] wrap[0] in[0] container[0] change[0] layout[0] type[0] extract[0] this[0] changeset[0] adds[0] refactoring[0] support[0] for[0] 3[0] visual[0] refactoring[0] operations[0] (1[0] wrap[0] in[0] container[0] [[Sentence=-1,2=word max, 1-5]] this[0] can[0] be[0] invoked[0] on[0] one[0] or[0] more[0] sibling[0] views[0] or[0] the[0] root[0] view[0] to[0] add[0] a[0] new[0] layout[0] container[0] into[0] the[0] hierarchy[0] which[0] wraps[0] the[0] views[0] [[Sentence=-1,1=word max, 1-5]] the[0] refactoring[0] can[0] also[0] update[0] the[0] layout[0] attributes[0] such[0] as[0] relativelayout[0] attachments[0] such[0] that[0] they[0] refer[0] to[0] the[0] new[0] container[0] instead[0] [[Sentence=-1,1=word max, 1-5]] if[0] invoked[0] on[0] the[0] root[0] element[0] the[0] namespace[0] declarations[0] are[0] migrated[0] from[0] the[0] old[0] root[0] to[0] the[0] new[0] root[0] [[Sentence=-1,1=word max, 1-5]] (2[0] change[0] layout[0] [[Sentence=-1,1=word max, 1-5]] this[0] can[0] be[0] invoked[0] on[0] a[0] layout[0] view[0] to[0] change[0] the[0] type[0] of[0] layout[0] [[Sentence=-1,1=word max, 1-5]] in[0] addition[0] to[0] editing[0] the[0] xml[0] type[0] declaration[0] it[0] also[0] removes[0] layout[0] parameters[0] that[0] no[0] longer[0] apply[0] and[0] depending[0] on[0] which[0] layout[0] you[0] are[0] converting[0] from[0] and[0] converting[0] to[0] it[0] may[0] attempt[0] to[0] perform[0] some[0] translation[0] to[0] preserve[0] the[0] layout[0] characteristics[0] [[Sentence=-1,1=word max, 1-5]] in[0] particular[0] if[0] you[0] convert[0] from[0] a[0] linearlayout[0] to[0] a[0] relativelayout[0] then[0] it[0] will[0] use[0] relativelayout[0] params[0] to[0] emulate[0] the[0] old[0] linearlayout[0] by[0] attaching[0] items[0] below[0] for[0] vertical[0] layouts[0] or[0] to[0] the[0] right[0] of[0] for[0] horizontal[0] layout[0] the[0] previous[0] sibling[0] and[0] if[0] the[0] baseline[0] property[0] was[0] set[0] on[0] the[0] linearlayout[0] it[0] will[0] also[0] add[0] baseline[0] constraints[0] on[0] the[0] relativelayout[0] [[Sentence=-1,1=word max, 1-5]] it[0] also[0] adds[0] default[-1] ids[0] on[0] any[0] elements[0] that[0] need[0] it[0] [[Sentence=-2,1=word max, 1-5]] there[0] is[0] a[0] lot[0] more[0] we[0] can[0] do[0] to[0] support[0] layout[0] transformations[0] this[0] is[0] just[0] a[0] beginning[0] [[Sentence=-1,1=word max, 1-5]] (3[0] extract[0] as[0] include[0] [[Sentence=-1,1=word max, 1-5]] we[0] already[0] had[0] this[0] feature[0] but[0] it[0] performed[0] its[0] own[0] xml[0] document[0] manipulation[-1] [[Sentence=-2,1=word max, 1-5]] this[0] code[0] has[0] been[0] rewritten[0] to[0] use[0] the[0] eclipse[0] refactoring[0] support[0] which[0] the[0] other[0] two[0] refactorings[0] are[0] implemented[0] to[0] use[0] as[0] well[0] which[0] among[0] other[0] things[0] means[0] that[0] you[0] get[0] preview[0] support[0] you[0] can[0] press[0] preview[0] from[0] the[0] refactoring[0] dialog[0] to[0] see[0] the[0] edits[0] before[0] they[0] are[0] made[0] [[Sentence=-1,1=word max, 1-5]] this[0] rewrite[0] is[0] also[0] necessary[0] to[0] support[0] an[0] upcoming[0] feature[0] the[0] ability[0] to[0] replace[0] occurrences[0] in[0] other[0] configuration[0] variations[0] of[0] this[0] layout[0] for[0] that[0] we[0] need[0] to[0] ability[0] to[0] do[0] multi[0] file[0] changes[0] which[0] the[0] refactoring[0] support[0] is[0] ideal[0] for[0] [[Sentence=-1,1=word max, 1-5]] change[0] id[0] i50b142645f14c29c798fc02df6df69bad5b9426c[0] [[Sentence=-1,1=word max, 1-5]][[[2,-2 max of sentences]]]
4633 commit 18284d7b4da35a990268f51cdab0abc3a8e6e061 merge: 77e0fde 95b17a5 merge "layoutlib api refactoring" 	4633 commit 18284d7b4da35a990268f51cdab0abc3a8e6e061 merge: 77e0fde 95b17a5 merge "layoutlib api refactoring"	1	-1	 4633[0] commit[0] 18284d7b4da35a990268f51cdab0abc3a8e6e061[0] merge[0] 77e0fde[0] 95b17a5[0] merge[0] layoutlib[0] api[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4634 commit 95b17a5e62eeeb7b38ef668508df43a1ee9e0880 layoutlib api refactoring change-id: i40abba4c4f786755c2a1c0e70df4d7bc08e2bcde 	4634 commit 95b17a5e62eeb7b38ef668508df43a1ee9e0880 layoutlib api refactoring change-id: i40abba4c4f786755c2a1c0e70df4d7bc08e2bcde	1	-1	 4634[0] commit[0] 95b17a5e62eeeb7b38ef668508df43a1ee9e0880/95b17a5e62eeb7b38ef668508df43a1ee9e0880[0] layoutlib[0] api[0] refactoring[0] change[0] id[0] i40abba4c4f786755c2a1c0e70df4d7bc08e2bcde[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5068 commit b293bb776f0e48674fb5f6e6a822a23011dab305 merge: 12479c5 83dba50 merge "add gesture support, marquee selection, and refactoring" 	5068 commit b293bb776f0e48674fb5f6e6a822a23011dab305 merge: 12479c5 83dba50 merge "add gesture support, marquee selection, and refactoring"	1	-1	 5068[0] commit[0] b293bb776f0e48674fb5f6e6a822a23011dab305[0] merge[0] 12479c5[0] 83dba50[0] merge[0] add[0] gesture[0] support[0] marquee[0] selection[0] and[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5072 commit 83dba505e22985fd2f9414e7c6ef14ce29d31713 add gesture support, marquee selection, and refactoring this checkin adds support for gestures and overlays. gestures are sessions of mouse/keyboard activity, and this is documented in the javadoc for the new gesture class. overlays are units of graphics, and these are documented in the overlay javadoc. the gesture architecture lets us isolate the logic for each different type of operation (marquee, resize, move, etc), and with associated overlays we don't attempt to for example paint drag feedback during a resize operation, etc. the checkin also adds marquee selection (as a second gesture, in addition to the existing drag & drop based move gesture), along with some associated changes in how the root view is treated. as part of isolating the mouse handling and painting related to gestures, painting etc., i also refactored the code quite a bit. layoutcanvas which used to be a large class has been split into a number of new classes, one for each area of responsibility: - the mouse listener and drag & drop code has been moved into a gesturemanager. (a lot of the drop handling code also came from the canvasdroplistener class.) - code related to maintaining the set of rendered views, and performing searches in the views, has been moved into a viewhierarchy class. - code related to selection has been moved into a selectionmanager. - various individual painting pieces (outline, hover, etc) have been moved into individual overlay classes such as outlineoverlay, hoveroverlay, selectionoverlay, etc. this also moved associated resource allocation and cleanup into the overlays. - new coordinate classes, controlpoint and layoutpoint, are used instead of ints and plain points to make it really clear which methods require coordinates in the layout (such as the viewhieararchy search methods) and which ones require coordinates in the canvas control (such as paint methods). there are factory methods to automatically construct the right kind of coordinate from different types of mouse events, as well as methods to convert between the two. i also tweaked the visual appearance of selection a bit more, and some other misc cleanup. change-id: i666aabdcd36720bebe406b68237e8966d985fb8f 	5072 commit 83dba505e22985fd2f9414e7c6ef14ce29d31713 add gesture support, marquee selection, and refactoring this checkin adds support for gestures and overlays.<br> gestures are sessions of mouse/keyboard activity, and this is documented in the javadoc for the new gesture class.<br> overlays are units of graphics, and these are documented in the overlay javadoc.<br> the gesture architecture lets us isolate the logic for each different type of operation (marquee, resize, move, etc) and with associated overlays we don't attempt to for example paint drag feedback during a resize operation, etc.<br> the checkin also adds marquee selection (as a second gesture, in addition to the existing drag & drop based move gesture) along with some associated changes in how the root view is treated.<br> as part of isolating the mouse handling and painting related to gestures, painting etc.<br> i also refactored the code quite a bit.<br> layoutcanvas which used to be a large class has been split into a number of new classes, one for each area of responsibility: - the mouse listener and drag & drop code has been moved into a gesturemanager.<br> (a lot of the drop handling code also came from the canvasdroplistener class.<br> - code related to maintaining the set of rendered views, and performing searches in the views, has been moved into a viewhierarchy class.<br> - code related to selection has been moved into a selectionmanager.<br> - various individual painting pieces (outline, hover, etc) have been moved into individual overlay classes such as outlineoverlay, hoveroverlay, selectionoverlay, etc.<br> this also moved associated resource allocation and cleanup into the overlays.<br> - new coordinate classes, controlpoint and layoutpoint, are used instead of ints and plain points to make it really clear which methods require coordinates in the layout (such as the viewhieararchy search methods) and which ones require coordinates in the canvas control (such as paint methods)<br> there are factory methods to automatically construct the right kind of coordinate from different types of mouse events, as well as methods to convert between the two.<br> i also tweaked the visual appearance of selection a bit more, and some other misc cleanup.<br> change-id: i66abdcd36720bebe406b68237e8966d985fb8f	2	-2	 5072[0] commit[0] 83dba505e22985fd2f9414e7c6ef14ce29d31713[0] add[0] gesture[0] support[0] marquee[0] selection[0] and[0] refactoring[0] this[0] checkin[0] adds[0] support[0] for[0] gestures[0] and[0] overlays[0] [[Sentence=-1,1=word max, 1-5]] gestures[0] are[0] sessions[0] of[0] mouse/keyboard[0] activity[0] and[0] this[0] is[0] documented[0] in[0] the[0] javadoc[0] for[0] the[0] new[0] gesture[0] class[0] [[Sentence=-1,1=word max, 1-5]] overlays[0] are[0] units[0] of[0] graphics[0] and[0] these[0] are[0] documented[0] in[0] the[0] overlay[0] javadoc[0] [[Sentence=-1,1=word max, 1-5]] the[0] gesture[0] architecture[0] lets[0] us[0] isolate[-1] the[0] logic[0] for[0] each[0] different[0] type[0] of[0] operation[0] marquee[0] resize[0] move[0] etc[0] and[0] with[0] associated[0] overlays[0] we[0] don't[0] attempt[0] to[0] for[0] example[0] paint[0] drag[0] feedback[0] during[0] a[0] resize[0] operation[0] etc[0] [[Sentence=-2,1=word max, 1-5]] the[0] checkin[0] also[0] adds[0] marquee[0] selection[0] as[0] a[0] second[0] gesture[0] in[0] addition[0] to[0] the[0] existing[0] drag[0] &[0] drop[-1] based[0] move[0] gesture[0] along[0] with[0] some[0] associated[0] changes[0] in[0] how[0] the[0] root[0] view[0] is[0] treated[0] [[Sentence=-2,1=word max, 1-5]] as[0] part[0] of[0] isolating[-1] the[0] mouse[0] handling[0] and[0] painting[0] related[0] to[0] gestures[0] painting[0] etc[0] [[Sentence=-2,1=word max, 1-5]] i[0] also[0] refactored[0] the[0] code[0] quite[0] a[0] bit[0] [[Sentence=-1,1=word max, 1-5]] layoutcanvas[0] which[0] used[0] to[0] be[0] a[0] large[0] class[0] has[0] been[0] split[0] into[0] a[0] number[0] of[0] new[0] classes[0] one[0] for[0] each[0] area[0] of[0] responsibility[0] the[0] mouse[0] listener[0] and[0] drag[0] &[0] drop[-1] code[0] has[0] been[0] moved[0] into[0] a[0] gesturemanager[0] [[Sentence=-2,1=word max, 1-5]] a[0] lot[0] of[0] the[0] drop[-1] handling[0] code[0] also[0] came[0] from[0] the[0] canvasdroplistener[0] class[0] [[Sentence=-2,1=word max, 1-5]] code[0] related[0] to[0] maintaining[0] the[0] set[0] of[0] rendered[0] views[0] and[0] performing[0] searches[0] in[0] the[0] views[0] has[0] been[0] moved[0] into[0] a[0] viewhierarchy[0] class[0] [[Sentence=-1,1=word max, 1-5]] code[0] related[0] to[0] selection[0] has[0] been[0] moved[0] into[0] a[0] selectionmanager[0] [[Sentence=-1,1=word max, 1-5]] various[0] individual[0] painting[0] pieces[0] outline[0] hover[0] etc[0] have[0] been[0] moved[0] into[0] individual[0] overlay[0] classes[0] such[0] as[0] outlineoverlay[0] hoveroverlay[0] selectionoverlay[0] etc[0] [[Sentence=-1,1=word max, 1-5]] this[0] also[0] moved[0] associated[0] resource[0] allocation[0] and[0] cleanup[0] into[0] the[0] overlays[0] [[Sentence=-1,1=word max, 1-5]] new[0] coordinate[0] classes[0] controlpoint[0] and[0] layoutpoint[0] are[0] used[0] instead[0] of[0] ints[0] and[0] plain[0] points[0] to[0] make[0] it[0] really[0] clear[0] which[0] methods[0] require[0] coordinates[0] in[0] the[0] layout[0] such[0] as[0] the[0] viewhieararchy[0] search[0] methods[0] and[0] which[0] ones[0] require[0] coordinates[0] in[0] the[0] canvas[0] control[0] such[0] as[0] paint[0] methods[0] [[Sentence=-1,1=word max, 1-5]] there[0] are[0] factory[0] methods[0] to[0] automatically[0] construct[0] the[0] right[0] kind[1] of[0] coordinate[0] from[0] different[0] types[0] of[0] mouse[0] events[0] as[0] well[0] as[0] methods[0] to[0] convert[0] between[0] the[0] two[0] [[Sentence=-1,2=word max, 1-5]] i[0] also[0] tweaked[0] the[0] visual[0] appearance[0] of[0] selection[0] a[0] bit[0] more[0] and[0] some[0] other[0] misc[0] cleanup[0] [[Sentence=-1,1=word max, 1-5]] change[0] id[0] i666aabdcd36720bebe406b68237e8966d985fb8f/i66abdcd36720bebe406b68237e8966d985fb8f[0][+0.6 MultipleLetters] [[Sentence=-1,2=word max, 1-5]][[[2,-2 max of sentences]]]
5494 commit 315d4e3193144c3dd917b9a73bfcc91dfe931f02 gle2: fix comments, refactor context menu code. simple refactor of the main method populating the dynamic context menu. it was started to grow a bit too much. also added some comments to explain what's going on. change-id: id58779da5082bb454c1bcae914582e4471364a12 	5494 commit 315d4e3193144c3dd917b9a73bfcc91dfe931f02 gle2: fix comments, refactor context menu code.<br> simple refactor of the main method populating the dynamic context menu.<br> it was started to grow a bit too much.<br> also added some comments to explain what's going on.<br> change-id: id58779da5082bb454c1bcae914582e4471364a12	1	-1	 5494[0] commit[0] 315d4e3193144c3dd917b9a73bfcc91dfe931f02[0] gle2[0] fix[0] comments[0] refactor[0] context[0] menu[0] code[0] [[Sentence=-1,1=word max, 1-5]] simple[0] refactor[0] of[0] the[0] main[0] method[0] populating[0] the[0] dynamic[0] context[0] menu[0] [[Sentence=-1,1=word max, 1-5]] it[0] was[0] started[0] to[0] grow[0] a[0] bit[0] too[0] much[0] [[Sentence=-1,1=word max, 1-5]] also[0] added[0] some[0] comments[0] to[0] explain[0] what's[0] going[0] on[0] [[Sentence=-1,1=word max, 1-5]] change[0] id[0] id58779da5082bb454c1bcae914582e4471364a12[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5567 commit 99bd6912e7b5b97fc6d4bb787e76b2d9dfffd7ae refactoring and integrating into eclipse change-id: i1fd3c3828fb2474f2f7394ee2831fcd7eb675878 	5567 commit 99bd6912e7b5b97fc6d4bb787e76b2d9dffd7ae refactoring and integrating into eclipse change-id: i1fd3c3828fb2474f2f7394ee2831fcd7eb675878	1	-1	 5567[0] commit[0] 99bd6912e7b5b97fc6d4bb787e76b2d9dfffd7ae/99bd6912e7b5b97fc6d4bb787e76b2d9dffd7ae[0] refactoring[0] and[0] integrating[0] into[0] eclipse[0] change[0] id[0] i1fd3c3828fb2474f2f7394ee2831fcd7eb675878[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
