Rename Class	Translation	Positive	Negative	EmotionRationale
4575 commit e92bf72ffc00a6f66bccd4ccb1a7c0dde379c75b (front-end) heavy refactoring and change: now we compute types and values before validation, and save that to a cache. i think this is a lot cleaner and much easier to understand/debug that when things are recomputed in many different places. also, the cache for an entity is flushed when that entity is modified. and i cleaned up the stuff about passing instances of validators to checkers (finally). tested on avc frext with c back-end and various cleans/rebuild cycles, seems to work ok. 	4575 commit e92bf72ffc00a6f66bccd4ccb1a7c0dde379c75b (front-end) heavy refactoring and change: now we compute types and values before validation, and save that to a cache.<br> i think this is a lot cleaner and much easier to understand/debug that when things are recomputed in many different places.<br> also, the cache for an entity is flushed when that entity is modified.<br> and i cleaned up the stuff about passing instances of validators to checkers (finally)<br> tested on avc frext with c back-end and various cleans/rebuild cycles, seems to work ok.	2	-1	 4575[0] commit[0] e92bf72ffc00a6f66bccd4ccb1a7c0dde379c75b[0] front[0] end[0] heavy[0] refactoring[0] and[0] change[0] now[0] we[0] compute[0] types[0] and[0] values[1] before[0] validation[0] and[0] save[1] that[0] to[0] a[0] cache[0] [[Sentence=-1,2=word max, 1-5]] i[0] think[0] this[0] is[0] a[0] lot[0] cleaner[0] and[0] much[0] easier[0] to[0] understand/debug[0] that[0] when[0] things[0] are[0] recomputed[0] in[0] many[0] different[0] places[0] [[Sentence=-1,1=word max, 1-5]] also[0] the[0] cache[0] for[0] an[0] entity[0] is[0] flushed[0] when[0] that[0] entity[0] is[0] modified[0] [[Sentence=-1,1=word max, 1-5]] and[0] i[0] cleaned[0] up[0] the[0] stuff[0] about[0] passing[0] instances[0] of[0] validators[0] to[0] checkers[0] finally[0] [[Sentence=-1,1=word max, 1-5]] tested[0] on[0] avc[0] frext[0] with[0] c[0] back[0] end[0] and[0] various[0] cleans/rebuild[0] cycles[0] seems[0] to[0] work[0] ok[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
4728 commit e22275ef56a3d52f71006e222e8f2b064f4a8cc0 (merger) slight changes and code cleaning. 	4728 commit e2275ef56a3d52f71006e22e8f2b064f4a8cc0 (merger) slight changes and code cleaning.	2	-1	 4728[0] commit[0] e22275ef56a3d52f71006e222e8f2b064f4a8cc0/e2275ef56a3d52f71006e22e8f2b064f4a8cc0[0][+0.6 MultipleLetters] merger[0] slight[0] changes[0] and[0] code[0] cleaning[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
5434 commit 65239c533e07488d8adf753409398e88ef3b5a7a refactoring options. added "optionref" so it is possible to declare an option and refer to it in checkboxes and comboitems. added a "selectnetwork" option. now the input of a run configuration is the qualified name of a network, e.g. com.xilinx.top_xilinx 	5434 commit 65239c533e07488d8adf753409398e88ef3b5a7a refactoring options.<br> added "optionref" so it is possible to declare an option and refer to it in checkboxes and comboitems.<br> added a "selectnetwork" option.<br> now the input of a run configuration is the qualified name of a network, e.<br>grin�.<br> com.<br>xilinx.<br>top_xilinx	1	-1	 5434[0] commit[0] 65239c533e07488d8adf753409398e88ef3b5a7a[0] refactoring[0] options[0] [[Sentence=-1,1=word max, 1-5]] added[0] optionref[0] so[0] it[0] is[0] possible[0] to[0] declare[0] an[0] option[0] and[0] refer[0] to[0] it[0] in[0] checkboxes[0] and[0] comboitems[0] [[Sentence=-1,1=word max, 1-5]] added[0] a[0] selectnetwork[0] option[0] [[Sentence=-1,1=word max, 1-5]] now[0] the[0] input[0] of[0] a[0] run[0] configuration[0] is[0] the[0] qualified[0] name[0] of[0] a[0] network[0] e[0] [[Sentence=-1,1=word max, 1-5]] g[0] [[Sentence=-1,1=word max, 1-5]] com[0] [[Sentence=-1,1=word max, 1-5]] xilinx[0] [[Sentence=-1,1=word max, 1-5]] top_xilinx[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5452 commit c5354e8e280ea629147799e3313e428c3169a096 (backend) name refactoring 	5452 commit c5354e8e280ea629147799e3313e428c3169a096 (backend) name refactoring	1	-1	 5452[0] commit[0] c5354e8e280ea629147799e3313e428c3169a096[0] backend[0] name[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5454 commit bb6047d15bf2a7469301ef9081c332a12a3a21ba networks are now referred to with a qualified name, like actors. allows support for refactoring for free thanks to jdt. launch configurations must be updated to use paths relative to the workspace (e.g. /project/sourcefolder/package1/package2/network.xdf) 	5454 commit bb6047d15bf2a7469301ef9081c332a12a3a21ba networks are now referred to with a qualified name, like actors.<br> allows support for refactoring for free thanks to jdt.<br> launch configurations must be updated to use paths relative to the workspace (e.<br>grin�.<br> /project/sourcefolder/package1/package2/network.<br>xdf)	2	-1	 5454[0] commit[0] bb6047d15bf2a7469301ef9081c332a12a3a21ba[0] networks[0] are[0] now[0] referred[0] to[0] with[0] a[0] qualified[0] name[0] like[0] actors[0] [[Sentence=-1,1=word max, 1-5]] allows[0] support[0] for[0] refactoring[0] for[0] free[0] thanks[1] to[0] jdt[0] [[Sentence=-1,2=word max, 1-5]] launch[0] configurations[0] must[0] be[0] updated[0] to[0] use[0] paths[0] relative[0] to[0] the[0] workspace[0] e[0] [[Sentence=-1,1=word max, 1-5]] g[0] [[Sentence=-1,1=word max, 1-5]] /project/sourcefolder/package1/package2/network[0] [[Sentence=-1,1=word max, 1-5]] xdf[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
5728 commit 646d56c41cc9f73ce4a3b04951d15817f007d2da refactoring variable to var (and globalvariable and localvariable too) 	5728 commit 646d56c41cc9f73ce4a3b04951d15817f007d2da refactoring variable to var (and globalvariable and localvariable too)	1	-1	 5728[0] commit[0] 646d56c41cc9f73ce4a3b04951d15817f007d2da[0] refactoring[0] variable[0] to[0] var[0] and[0] globalvariable[0] and[0] localvariable[0] too[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5750 commit 93688dd7f90a587f14f9b05601e1ca1e26e0c9d9 refactored xyznode to nodexyz. makes it easier to find the classes. 	5750 commit 93688dd7f90a587f14f9b05601e1ca1e26e0c9d9 refactored xyznode to nodexyz.<br> makes it easier to find the classes.	1	-1	 5750[0] commit[0] 93688dd7f90a587f14f9b05601e1ca1e26e0c9d9[0] refactored[0] xyznode[0] to[0] nodexyz[0] [[Sentence=-1,1=word max, 1-5]] makes[0] it[0] easier[0] to[0] find[0] the[0] classes[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5769 commit e6766ab331584471f6271cecc1beb7d55ae5c8f4 vhdl back-end: refactoring ram transformation. 	5769 commit e6766ab331584471f6271cecc1beb7d55ae5c8f4 vhdl back-end: refactoring ram transformation.	1	-1	 5769[0] commit[0] e6766ab331584471f6271cecc1beb7d55ae5c8f4[0] vhdl[0] back[0] end[0] refactoring[0] ram[0] transformation[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6212 commit 8b49b2ab267dda971bfff0012fbd75d1f0a26a10 some refactoring in merger2 	6212 commit 8b49b2ab267dda971bff0012fbd75d1f0a26a10 some refactoring in merger2	1	-1	 6212[0] commit[0] 8b49b2ab267dda971bfff0012fbd75d1f0a26a10/8b49b2ab267dda971bff0012fbd75d1f0a26a10[0] some[0] refactoring[0] in[0] merger2[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6214 commit 310d8681692b67219559f4df033f6137456a7757 small bug in the c   be. renaming and refactoring in the merger. merger has 2 sdf schedulers, a flat scheduler and a (one-level) loop scheduler (only the flat scheduler is called during the merging). 	6214 commit 310d8681692b67219559f4df033f6137456a7757 small bug in the c   be.<br> renaming and refactoring in the merger.<br> merger has 2 sdf schedulers, a flat scheduler and a (one-level) loop scheduler (only the flat scheduler is called during the merging)	1	-1	 6214[0] commit[0] 310d8681692b67219559f4df033f6137456a7757[0] small[0] bug[0] in[0] the[0] c[0] be[0] [[Sentence=-1,1=word max, 1-5]] renaming[0] and[0] refactoring[0] in[0] the[0] merger[0] [[Sentence=-1,1=word max, 1-5]] merger[0] has[0] 2[0] sdf[0] schedulers[0] a[0] flat[0] scheduler[0] and[0] a[0] one[0] level[0] loop[0] scheduler[0] only[0] the[0] flat[0] scheduler[0] is[0] called[0] during[0] the[0] merging[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6282 commit a663cab142448cc3407bd3378209dd1758887b8b refactoring: renamed actortransformation to actorvisitor. 	6282 commit a663cab142448cc3407bd3378209dd175887b8b refactoring: renamed actortransformation to actorvisitor.	1	-1	 6282[0] commit[0] a663cab142448cc3407bd3378209dd1758887b8b/a663cab142448cc3407bd3378209dd175887b8b[0] refactoring[0] renamed[0] actortransformation[0] to[0] actorvisitor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6771 commit 6960952f8fb12b36c651a18058ec6fdded927b06 refactoring: merging collectionsutil, resourceutil and stringutil in a single class orccutil. 	6771 commit 6960952f8fb12b36c651a18058ec6fdded927b06 refactoring: merging collectionsutil, resourceutil and stringutil in a single class orccutil.	1	-1	 6771[0] commit[0] 6960952f8fb12b36c651a18058ec6fdded927b06[0] refactoring[0] merging[0] collectionsutil[0] resourceutil[0] and[0] stringutil[0] in[0] a[0] single[0] class[0] orccutil[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7191 commit 87449135a6bf995222e702ea95b77fd241e445fa small bug correction and some refactoring in vhdl back-end. 	7191 commit 87449135a6bf99522e702ea95b77fd241e445fa small bug correction and some refactoring in vhdl back-end.	1	-1	 7191[0] commit[0] 87449135a6bf995222e702ea95b77fd241e445fa/87449135a6bf99522e702ea95b77fd241e445fa[0] small[0] bug[0] correction[0] and[0] some[0] refactoring[0] in[0] vhdl[0] back[0] end[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7207 commit da6eb1ce3d7dc9646276edeeb1c7b6674f054662 actors are sorted by filename when vtl code generation is run, and by name in getactors() network's method. refactored the abstract interpreter. 	7207 commit da6eb1ce3d7dc9646276edeeb1c7b6674f054662 actors are sorted by filename when vtl code generation is run, and by name in getactors( network's method.<br> refactored the abstract interpreter.	1	-1	 7207[0] commit[0] da6eb1ce3d7dc9646276edeeb1c7b6674f054662[0] actors[0] are[0] sorted[0] by[0] filename[0] when[0] vtl[0] code[0] generation[0] is[0] run[0] and[0] by[0] name[0] in[0] getactors[0] network's[0] method[0] [[Sentence=-1,1=word max, 1-5]] refactored[0] the[0] abstract[0] interpreter[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7215 commit 30e42da1e6b6f872ed5dadc51fec043f5e6041b6 more refactoring around the classifier. 	7215 commit 30e42da1e6b6f872ed5dadc51fec043f5e6041b6 more refactoring around the classifier.	1	-1	 7215[0] commit[0] 30e42da1e6b6f872ed5dadc51fec043f5e6041b6[0] more[0] refactoring[0] around[0] the[0] classifier[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8921 commit 882a8060b2fec61ca4fa0c5e9391f9e3eab7b5b0 refactoring classifier. additional rule in csdf: now consider both actor state and fsm state. 	8921 commit 882a8060b2fec61ca4fa0c5e9391f9e3eab7b5b0 refactoring classifier.<br> additional rule in csdf: now consider both actor state and fsm state.	1	-1	 8921[0] commit[0] 882a8060b2fec61ca4fa0c5e9391f9e3eab7b5b0[0] refactoring[0] classifier[0] [[Sentence=-1,1=word max, 1-5]] additional[0] rule[0] in[0] csdf[0] now[0] consider[0] both[0] actor[0] state[0] and[0] fsm[0] state[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9081 commit c164a180f79244acdb04435dedc52c9e09572d3f added getactors() and getinstances() methods to network. refactoring classification a bit. 	9081 commit c164a180f79244acdb04435dedc52c9e09572d3f added getactors( and getinstances( methods to network.<br> refactoring classification a bit.	1	-1	 9081[0] commit[0] c164a180f79244acdb04435dedc52c9e09572d3f[0] added[0] getactors[0] and[0] getinstances[0] methods[0] to[0] network[0] [[Sentence=-1,1=word max, 1-5]] refactoring[0] classification[0] a[0] bit[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9150 commit 1d3e20e50cc91637f2ff56846987bdaf97129a80 refactoring a bit the grammar (using expression instead of expr), and added expressions and generators to the generators expression. 	9150 commit 1d3e20e50cc91637f2ff56846987bdaf97129a80 refactoring a bit the grammar (using expression instead of expr) and added expressions and generators to the generators expression.	1	-1	 9150[0] commit[0] 1d3e20e50cc91637f2ff56846987bdaf97129a80[0] refactoring[0] a[0] bit[0] the[0] grammar[0] using[0] expression[0] instead[0] of[0] expr[0] and[0] added[0] expressions[0] and[0] generators[0] to[0] the[0] generators[0] expression[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9320 commit cf85a6f60082742383b3a22335a1ab618bdc32cf removed "java debug" back-end. refactoring c/c  /java back-ends by using the new printer system. already a lot better! 	9320 commit cf85a6f60082742383b3a22335a1ab618bdc32cf removed "java debug" back-end.<br> refactoring c/c  /java back-ends by using the new printer system.<br> already a lot better!	1	-1	 9320[0] commit[0] cf85a6f60082742383b3a22335a1ab618bdc32cf[0] removed[0] java[0] debug[0] back[0] end[0] [[Sentence=-1,1=word max, 1-5]] refactoring[0] c/c[0] /java[0] back[0] ends[0] by[0] using[0] the[0] new[0] printer[0] system[0] [[Sentence=-1,1=word max, 1-5]] already[0] a[0] lot[0] better[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9366 commit 088db6e73e09a8ea598d69f01e2fd7b5c7e4942e refactoring llvm instructions. 	9366 commit 088db6e73e09a8ea598d69f01e2fd7b5c7e4942e refactoring llvm instructions.	1	-1	 9366[0] commit[0] 088db6e73e09a8ea598d69f01e2fd7b5c7e4942e[0] refactoring[0] llvm[0] instructions[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9386 commit 8f6b50219c6fc72182c20a45a20f1ad386d68488 a bit more refactoring 	9386 commit 8f6b50219c6fc72182c20a45a20f1ad386d68488 a bit more refactoring	1	-1	 9386[0] commit[0] 8f6b50219c6fc72182c20a45a20f1ad386d68488[0] a[0] bit[0] more[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9387 commit e3e333b72af3f87989a9fe56bb3a505f690b83b5 big refactoring 	9387 commit e3e33b72af3f87989a9fe56bb3a505f690b83b5 big refactoring	1	-1	 9387[0] commit[0] e3e333b72af3f87989a9fe56bb3a505f690b83b5/e3e33b72af3f87989a9fe56bb3a505f690b83b5[0] big[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9454 commit 9bc0f84236ff823bc5f257f6c7dd289127f19195 refactoring grammar 	9454 commit 9bc0f84236ff823bc5f257f6c7dd289127f19195 refactoring grammar	1	-1	 9454[0] commit[0] 9bc0f84236ff823bc5f257f6c7dd289127f19195[0] refactoring[0] grammar[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9485 commit b000d1e50fbe9bf9561dd71db944948465cdd523 refactoring, starting to serialize networks to xdf. 	9485 commit b00d1e50fbe9bf9561dd71db944948465cdd523 refactoring, starting to serialize networks to xdf.	1	-1	 9485[0] commit[0] b000d1e50fbe9bf9561dd71db944948465cdd523/b00d1e50fbe9bf9561dd71db944948465cdd523[0] refactoring[0] starting[0] to[0] serialize[0] networks[0] to[0] xdf[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9509 commit af74f3e57f56e3566bdd3509d22c0904d0f42544 refactoring state variable. 	9509 commit af74f3e57f56e3566bdd3509d22c0904d0f42544 refactoring state variable.	1	-1	 9509[0] commit[0] af74f3e57f56e3566bdd3509d22c0904d0f42544[0] refactoring[0] state[0] variable[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9528 commit 0d9386db1804753a1c067105f4e5dfc41d9a0b68 refactoring variable use. 	9528 commit 0d9386db1804753a1c067105f4e5dfc41d9a0b68 refactoring variable use.	1	-1	 9528[0] commit[0] 0d9386db1804753a1c067105f4e5dfc41d9a0b68[0] refactoring[0] variable[0] use[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9552 commit eb0aec1d306cbdc12615fb5cfe2e39b21d81b2c6 refactoring. new variable class is a super-class of globalvariable and localvariable (previously vardef). in the future, statevar will become a statevariable and extend globalvariable by being assignable or not. 	9552 commit eb0aec1d306cbdc12615fb5cfe2e39b21d81b2c6 refactoring.<br> new variable class is a super-class of globalvariable and localvariable (previously vardef)<br> in the future, statevar will become a statevariable and extend globalvariable by being assignable or not.	1	-1	 9552[0] commit[0] eb0aec1d306cbdc12615fb5cfe2e39b21d81b2c6[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]] new[0] variable[0] class[0] is[0] a[0] super[0] class[0] of[0] globalvariable[0] and[0] localvariable[0] previously[0] vardef[0] [[Sentence=-1,1=word max, 1-5]] in[0] the[0] future[0] statevar[0] will[0] become[0] a[0] statevariable[0] and[0] extend[0] globalvariable[0] by[0] being[0] assignable[0] or[0] not[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9734 commit 8cbf1d920f70695c0fdf323e5283fb50cafdeda2 refactoring, started java backend 	9734 commit 8cbf1d920f70695c0fdf323e5283fb50cafdeda2 refactoring, started java backend	1	-1	 9734[0] commit[0] 8cbf1d920f70695c0fdf323e5283fb50cafdeda2[0] refactoring[0] started[0] java[0] backend[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
