Move Class	Translation	Positive	Negative	EmotionRationale
3987 commit a54984665d5f01af0bc226a7863c6f9342b26b2b refactor code for rebasing changes to make it reusable a new submit strategy 'rebase if necessary' should be introduced that automatically rebases the changes on submit if needed. refactor the existing code for rebasing changes from the webui to be reusable from this new submit strategy. change-id: i0ac803deea68f9e1294b3fa5bf814277e899f075 signed-off-by: edwin kempin  edwin.kempin@sap.com  	3987 commit a54984665d5f01af0bc226a7863c6f9342b26b2b refactor code for rebasing changes to make it reusable a new submit strategy 'rebase if necessary' should be introduced that automatically rebases the changes on submit if needed.<br> refactor the existing code for rebasing changes from the webui to be reusable from this new submit strategy.<br> change-id: i0ac803deea68f9e1294b3fa5bf814277e899f075 signed-off-by: edwin kempin  edwin.<br>kempin@sap.<br>com 	1	-1	 3987[0] commit[0] a54984665d5f01af0bc226a7863c6f9342b26b2b[0] refactor[0] code[0] for[0] rebasing[0] changes[0] to[0] make[0] it[0] reusable[0] a[0] new[0] submit[0] strategy[0] 'rebase[0] if[0] necessary'[0] should[0] be[0] introduced[0] that[0] automatically[0] rebases[0] the[0] changes[0] on[0] submit[0] if[0] needed[0] [[Sentence=-1,1=word max, 1-5]] refactor[0] the[0] existing[0] code[0] for[0] rebasing[0] changes[0] from[0] the[0] webui[0] to[0] be[0] reusable[0] from[0] this[0] new[0] submit[0] strategy[0] [[Sentence=-1,1=word max, 1-5]] change[0] id[0] i0ac803deea68f9e1294b3fa5bf814277e899f075[0] signed[0] off[0] by[0] edwin[0] kempin[0] edwin[0] [[Sentence=-1,1=word max, 1-5]] kempin@sap[0] [[Sentence=-1,1=word max, 1-5]] com[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4581 commit ee4ccd0ab7aa74e80de3b79ea07b85864ed31555 refactor cmdline parsing into gerrit-server now that both gerrit-sshd and gerrit-httpd use cmdlineparser, it makes sense that the handlers for particular classes exist in a module accessible by both. this change moves the command line parsing portion of sshmodule into gerrit-server in a class called cmdlineparsermodule. change-id: i9312996a2b14106c039bc4c25ed80a52e3df79e7 	4581 commit ee4ccd0ab7a74e80de3b79ea07b85864ed3155 refactor cmdline parsing into gerrit-server now that both gerrit-sshd and gerrit-httpd use cmdlineparser, it makes sense that the handlers for particular classes exist in a module accessible by both.<br> this change moves the command line parsing portion of sshmodule into gerrit-server in a class called cmdlineparsermodule.<br> change-id: i9312996a2b14106c039bc4c25ed80a52e3df79e7	2	-1	 4581[0] commit[0] ee4ccd0ab7aa74e80de3b79ea07b85864ed31555/ee4ccd0ab7a74e80de3b79ea07b85864ed3155[0][+0.6 MultipleLetters] refactor[0] cmdline[0] parsing[0] into[0] gerrit[0] server[0] now[0] that[0] both[0] gerrit[0] sshd[0] and[0] gerrit[0] httpd[0] use[0] cmdlineparser[0] it[0] makes[0] sense[0] that[0] the[0] handlers[0] for[0] particular[0] classes[0] exist[0] in[0] a[0] module[0] accessible[0] by[0] both[0] [[Sentence=-1,2=word max, 1-5]] this[0] change[0] moves[0] the[0] command[0] line[0] parsing[0] portion[0] of[0] sshmodule[0] into[0] gerrit[0] server[0] in[0] a[0] class[0] called[0] cmdlineparsermodule[0] [[Sentence=-1,1=word max, 1-5]] change[0] id[0] i9312996a2b14106c039bc4c25ed80a52e3df79e7[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
4925 commit 4b6f8c1ef2a4ee120d5769cf9252cdb13fa37aa3 merge: cb64a4b 1bc7762 merge changes ic8052b4d,i41829d35,ia2d112eb,ieb95a0ed,i38b15303 * changes: refactor ls-projects code to gerrit-server support parsing command line options from a map allow command line parsing to happen on a different object refactor display of --help/-h to be common move parsing of --help/-h to cmdlineparser 	4925 commit 4b6f8c1ef2a4ee120d5769cf9252cdb13fa37a3 merge: cb64a4b 1bc7762 merge changes ic8052b4d,i41829d35,ia2d112eb,ieb95a0ed,i38b15303 * changes: refactor ls-projects code to gerrit-server support parsing command line options from a map allow command line parsing to happen on a different object refactor display of -help/-h to be common move parsing of -help/-h to cmdlineparser	1	-1	 4925[0] commit[0] 4b6f8c1ef2a4ee120d5769cf9252cdb13fa37aa3/4b6f8c1ef2a4ee120d5769cf9252cdb13fa37a3[0] merge[0] cb64a4b[0] 1bc7762[0] merge[0] changes[0] ic8052b4d[0] i41829d35[0] ia2d112eb[0] ieb95a0ed[0] i38b15303[0] changes[0] refactor[0] ls[0] projects[0] code[0] to[0] gerrit[0] server[0] support[0] parsing[0] command[0] line[0] options[0] from[0] a[0] map[0] allow[0] command[0] line[0] parsing[0] to[0] happen[0] on[0] a[0] different[0] object[0] refactor[0] display[0] of[0] help/[0] h[0] to[0] be[0] common[0] move[0] parsing[0] of[0] help/[0] h[0] to[0] cmdlineparser[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4930 commit 1bc77620bd3164238c5c563f867df522f54052c8 refactor ls-projects code to gerrit-server move the implementation to gerrit-server, making it available to both the ssh and http environments. later we will define a new rest-ful api over http that supports the same sort of query as  ssh gerrit ls-projects . change-id: ic8052b4dd3c70809feb4b43e5b2bae6b72b10503 	4930 commit 1bc77620bd3164238c5c563f867df522f54052c8 refactor ls-projects code to gerrit-server move the implementation to gerrit-server, making it available to both the ssh and http environments.<br> later we will define a new rest-ful api over http that supports the same sort of query as  ssh gerrit ls-projects .<br> change-id: ic8052b4dd3c70809feb4b43e5b2bae6b72b10503	2	-1	 4930[0] commit[0] 1bc77620bd3164238c5c563f867df522f54052c8[0] refactor[0] ls[0] projects[0] code[0] to[0] gerrit[0] server[0] move[0] the[0] implementation[0] to[0] gerrit[0] server[0] making[0] it[0] available[0] to[0] both[0] the[0] ssh[0] and[0] http[0] environments[0] [[Sentence=-1,1=word max, 1-5]] later[0] we[0] will[0] define[0] a[0] new[0] rest[0] ful[0] api[0] over[0] http[0] that[0] supports[1] the[0] same[0] sort[0] of[0] query[0] as[0] ssh[0] gerrit[0] ls[0] projects[0] [[Sentence=-1,2=word max, 1-5]] change[0] id[0] ic8052b4dd3c70809feb4b43e5b2bae6b72b10503[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
4938 commit 9906ec1e8a300c6d0ca4926dc65512ed84e7571d merge: 94878a9 45fd656 merge "projectconfig sections refactoring" 	4938 commit 9906ec1e8a300c6d0ca4926dc65512ed84e7571d merge: 94878a9 45fd656 merge "projectconfig sections refactoring"	1	-1	 4938[0] commit[0] 9906ec1e8a300c6d0ca4926dc65512ed84e7571d[0] merge[0] 94878a9[0] 45fd656[0] merge[0] projectconfig[0] sections[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4984 commit 45fd65689542a09ff49cf98c52227dc44976d7f9 projectconfig sections refactoring add a new class refconfigsection to be superclass for some sections in project.config file. this is a preparation to include "merge strategy per branch" feature which will add another section to project.config file. change-id: i559aad8325358823471665b24186470a76aaf967 	4984 commit 45fd65689542a09ff49cf98c5227dc44976d7f9 projectconfig sections refactoring add a new class refconfigsection to be superclass for some sections in project.<br>config file.<br> this is a preparation to include "merge strategy per branch" feature which will add another section to project.<br>config file.<br> change-id: i559ad8325358823471665b24186470a76af967	2	-1	 4984[0] commit[0] 45fd65689542a09ff49cf98c52227dc44976d7f9/45fd65689542a09ff49cf98c5227dc44976d7f9[0] projectconfig[0] sections[0] refactoring[0] add[0] a[0] new[0] class[0] refconfigsection[0] to[0] be[0] superclass[0] for[0] some[0] sections[0] in[0] project[0] [[Sentence=-1,1=word max, 1-5]] config[0] file[0] [[Sentence=-1,1=word max, 1-5]] this[0] is[0] a[0] preparation[0] to[0] include[0] merge[0] strategy[0] per[0] branch[0] feature[0] which[0] will[0] add[0] another[0] section[0] to[0] project[0] [[Sentence=-1,1=word max, 1-5]] config[0] file[0] [[Sentence=-1,1=word max, 1-5]] change[0] id[0] i559aad8325358823471665b24186470a76aaf967/i559ad8325358823471665b24186470a76af967[0][+0.6 MultipleLetters] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
5075 commit b30883860d446e2b7cd81a36094e8febc6c7e60d updated to gwtorm 1.4. refactored the gwt client code to include only what the gerrit gwt client. the gerrit gwt build was giving build warnings since the getasync() signature and implementation used types that were not available to gwt. split the reviewdb into a client and server package. organized the imports to ease the migration. change-id: i6cd6125eddcb1dd2b5c5e353edf163544248026b 	5075 commit b30883860d446e2b7cd81a36094e8febc6c7e60d updated to gwtorm 1.4.<br> refactored the gwt client code to include only what the gerrit gwt client.<br> the gerrit gwt build was giving build warnings since the getasync( signature and implementation used types that were not available to gwt.<br> split the reviewdb into a client and server package.<br> organized the imports to ease the migration.<br> change-id: i6cd6125eddcb1dd2b5c5e353edf163544248026b	1	-1	 5075[0] commit[0] b30883860d446e2b7cd81a36094e8febc6c7e60d[0] updated[0] to[0] gwtorm[0] 1[0] .4[0] [[Sentence=-1,1=word max, 1-5]] refactored[0] the[0] gwt[0] client[0] code[0] to[0] include[0] only[0] what[0] the[0] gerrit[0] gwt[0] client[0] [[Sentence=-1,1=word max, 1-5]] the[0] gerrit[0] gwt[0] build[0] was[0] giving[0] build[0] warnings[0] since[0] the[0] getasync[0] signature[0] and[0] implementation[0] used[0] types[0] that[0] were[0] not[0] available[0] to[0] gwt[0] [[Sentence=-1,1=word max, 1-5]] split[0] the[0] reviewdb[0] into[0] a[0] client[0] and[0] server[0] package[0] [[Sentence=-1,1=word max, 1-5]] organized[0] the[0] imports[0] to[0] ease[0] the[0] migration[0] [[Sentence=-1,1=word max, 1-5]] change[0] id[0] i6cd6125eddcb1dd2b5c5e353edf163544248026b[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5176 commit e0f8b573aeea8f46677872b55a3178b8d1aade96 merge: 9d21da7 ece4c98 merge "refactor restorechange code into gerrit-server" 	5176 commit e0f8b573aeea8f46677872b55a3178b8d1ade96 merge: 9d21da7 ece4c98 merge "refactor restorechange code into gerrit-server"	1	-1	 5176[0] commit[0] e0f8b573aeea8f46677872b55a3178b8d1aade96/e0f8b573aeea8f46677872b55a3178b8d1ade96[0] merge[0] 9d21da7[0] ece4c98[0] merge[0] refactor[0] restorechange[0] code[0] into[0] gerrit[0] server[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5177 commit ece4c9824fd328305817f06043f557e09ff2b537 refactor restorechange code into gerrit-server while most of the logic for restorechange was already in gerrit-server in changeutil, this change moves it into it's own class. using a reviewresult will allow us to perform one of several related review actions when responding to an ssh/rpc request and then handle the result (or more specifically, the errors associated with it) in a single block of code. change-id: i0f285f3ee68895dbd41d8dce8ed50d15f222898b 	5177 commit ece4c9824fd328305817f06043f557e09ff2b537 refactor restorechange code into gerrit-server while most of the logic for restorechange was already in gerrit-server in changeutil, this change moves it into it's own class.<br> using a reviewresult will allow us to perform one of several related review actions when responding to an ssh/rpc request and then handle the result (or more specifically, the errors associated with it) in a single block of code.<br> change-id: i0f285f3ee68895dbd41d8dce8ed50d15f22898b	1	-1	 5177[0] commit[0] ece4c9824fd328305817f06043f557e09ff2b537[0] refactor[0] restorechange[0] code[0] into[0] gerrit[0] server[0] while[0] most[0] of[0] the[0] logic[0] for[0] restorechange[0] was[0] already[0] in[0] gerrit[0] server[0] in[0] changeutil[0] this[0] change[0] moves[0] it[0] into[0] it's[0] own[0] class[0] [[Sentence=-1,1=word max, 1-5]] using[0] a[0] reviewresult[0] will[0] allow[0] us[0] to[0] perform[0] one[0] of[0] several[0] related[0] review[0] actions[0] when[0] responding[0] to[0] an[0] ssh/rpc[0] request[0] and[0] then[0] handle[0] the[0] result[0] or[0] more[0] specifically[0] the[0] errors[0] associated[0] with[0] it[0] in[0] a[0] single[0] block[0] of[0] code[0] [[Sentence=-1,1=word max, 1-5]] change[0] id[0] i0f285f3ee68895dbd41d8dce8ed50d15f222898b/i0f285f3ee68895dbd41d8dce8ed50d15f22898b[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5179 commit edcc56aad426cab3ceb9681e459da5c3dac87397 refactor cachepool to permit other types of caching in a cluster configuration we might choose to avoid using ehcache altogether, and instead use no caching, or use some other type of cluster based cache such as memcache. although ehcache has pluggable providers underneath of it that may permit use in a cluster environment, we might not always be able to use that provider. abstract it away as a guice injection so that we can replace ehcache entirely if we need to. change-id: ia3f918606968148b4ab1450011c1a077234d3cbd signed-off-by: shawn o. pearce  sop@google.com  	5179 commit edcc56ad426cab3ceb9681e459da5c3dac87397 refactor cachepool to permit other types of caching in a cluster configuration we might choose to avoid using ehcache altogether, and instead use no caching, or use some other type of cluster based cache such as memcache.<br> although ehcache has pluggable providers underneath of it that may permit use in a cluster environment, we might not always be able to use that provider.<br> abstract it away as a guice injection so that we can replace ehcache entirely if we need to.<br> change-id: ia3f918606968148b4ab1450011c1a077234d3cbd signed-off-by: shawn o.<br> pearce  sop@google.<br>com 	1	-2	 5179[0] commit[0] edcc56aad426cab3ceb9681e459da5c3dac87397/edcc56ad426cab3ceb9681e459da5c3dac87397[0] refactor[0] cachepool[0] to[0] permit[0] other[0] types[0] of[0] caching[0] in[0] a[0] cluster[0] configuration[0] we[0] might[0] choose[0] to[0] avoid[-1] using[0] ehcache[0] altogether[0] and[0] instead[0] use[0] no[0] caching[0] or[0] use[0] some[0] other[0] type[0] of[0] cluster[0] based[0] cache[0] such[0] as[0] memcache[0] [[Sentence=-2,1=word max, 1-5]] although[0] ehcache[0] has[0] pluggable[0] providers[0] underneath[0] of[0] it[0] that[0] may[0] permit[0] use[0] in[0] a[0] cluster[0] environment[0] we[0] might[0] not[0] always[0] be[0] able[0] to[0] use[0] that[0] provider[0] [[Sentence=-1,1=word max, 1-5]] abstract[0] it[0] away[0] as[0] a[0] guice[0] injection[0] so[0] that[0] we[0] can[0] replace[0] ehcache[0] entirely[0] if[0] we[0] need[0] to[0] [[Sentence=-1,1=word max, 1-5]] change[0] id[0] ia3f918606968148b4ab1450011c1a077234d3cbd[0] signed[0] off[0] by[0] shawn[0] o[0] [[Sentence=-1,1=word max, 1-5]] pearce[0] sop@google[0] [[Sentence=-1,1=word max, 1-5]] com[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
5604 commit 2b63c6cf09663d96b7a661b89d856d4cce809b6f merge: 827c735 0c1abdb merge changes ied06561c,idff421e1,iaf12bab5,i2b744f5a * changes: add permission_sort cache to remember sort orderings reuse cached refcontrol data in functionstate refactor how permissions are matched by projectcontrol, refcontrol cache effective capabilities to improve lookup performance 	5604 commit 2b63c6cf09663d96b7a661b89d856d4cce809b6f merge: 827c735 0c1abdb merge changes ied06561c,idff421e1,iaf12bab5,i2b744f5a * changes: add permission_sort cache to remember sort orderings reuse cached refcontrol data in functionstate refactor how permissions are matched by projectcontrol, refcontrol cache effective capabilities to improve lookup performance	2	-1	 5604[0] commit[0] 2b63c6cf09663d96b7a661b89d856d4cce809b6f[0] merge[0] 827c735[0] 0c1abdb[0] merge[0] changes[0] ied06561c[0] idff421e1[0] iaf12bab5[0] i2b744f5a[0] changes[0] add[0] permission_sort[0] cache[0] to[0] remember[0] sort[0] orderings[0] reuse[0] cached[0] refcontrol[0] data[0] in[0] functionstate[0] refactor[0] how[0] permissions[0] are[0] matched[0] by[0] projectcontrol[0] refcontrol[0] cache[0] effective[0] capabilities[0] to[0] improve[1] lookup[0] performance[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
