Rename Method	Translation	Positive	Negative	EmotionRationale
5558 commit 6eeb1693ca818c96d6e08ffbb79b4bd9940058ea jexl2 upgrade. improvements to jexl processing including dynamically resolving variable -  value bindings instead of up front adding them to a map. performance improvements and code cleanup throughout. 	558 commit 6eeb1693ca818c96d6e08ffbb79b4bd9940058ea jexl2 upgrade.<br> improvements to jexl processing including dynamically resolving variable -  value bindings instead of up front adding them to a map.<br> performance improvements and code cleanup throughout.	2	-1	 5558/558[0] commit[0] 6eeb1693ca818c96d6e08ffbb79b4bd9940058ea[0] jexl2[0] upgrade[0] [[Sentence=-1,1=word max, 1-5]] improvements[1] to[0] jexl[0] processing[0] including[0] dynamically[0] resolving[1] variable[0] value[0] bindings[0] instead[0] of[0] up[0] front[0] adding[0] them[0] to[0] a[0] map[0] [[Sentence=-1,2=word max, 1-5]] performance[0] improvements[1] and[0] code[0] cleanup[0] throughout[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
5675 commit e016491a3db9b6c71e5537b68152c9648d9fee50 major refactoring of depth of coverage to allow for more extensible partitions of data (now can do read group, sample, and library; in any combination; adding more is fairly easy). changed the by-gene code to use clones of stats objects, rather than munging the interval docs. (fix for avinash. who, hilariously, thinks my name is carl.) added sorting methods to ensure static ordering of header and body fields. 	5675 commit e016491a3db9b6c71e5537b68152c9648d9fee50 major refactoring of depth of coverage to allow for more extensible partitions of data (now can do read group, sample, and library; in any combination; adding more is fairly easy)<br> changed the by-gene code to use clones of stats objects, rather than munging the interval docs.<br> (fix for avinash.<br> who, hilariously, thinks my name is carl.<br> added sorting methods to ensure static ordering of header and body fields.	3	-2	 5675[0] commit[0] e016491a3db9b6c71e5537b68152c9648d9fee50[0] major[0] refactoring[0] of[0] depth[0] of[0] coverage[0] to[0] allow[0] for[0] more[0] extensible[0] partitions[-1] of[0] data[0] now[0] can[0] do[0] read[0] group[0] sample[0] and[0] library[0] in[0] any[0] combination[0] adding[0] more[0] is[0] fairly[0] easy[0] [[Sentence=-2,1=word max, 1-5]] changed[0] the[0] by[0] gene[0] code[0] to[0] use[0] clones[0] of[0] stats[0] objects[0] rather[0] than[0] munging[0] the[0] interval[0] docs[0] [[Sentence=-1,1=word max, 1-5]] fix[0] for[0] avinash[0] [[Sentence=-1,1=word max, 1-5]] who[0] hilariously[2] thinks[0] my[0] name[0] is[0] carl[0] [[Sentence=-1,3=word max, 1-5]] added[0] sorting[0] methods[0] to[0] ensure[0] static[0] ordering[0] of[0] header[0] and[0] body[0] fields[0] [[Sentence=-1,1=word max, 1-5]][[[3,-2 max of sentences]]]
5893 commit 8573b0bc6f1ff2e5a99c73ca2541743d79d93eaf refactoring intervals, separating the process of parsing interval lists, sorting and merging interval lists, and creating rods from intervals. this gives doug the ability to keep using our interval list parsing code when sorting intervals on our behalf. 	5893 commit 8573b0bc6f1ff2e5a99c73ca2541743d79d93eaf refactoring intervals, separating the process of parsing interval lists, sorting and merging interval lists, and creating rods from intervals.<br> this gives doug the ability to keep using our interval list parsing code when sorting intervals on our behalf.	1	-1	 5893[0] commit[0] 8573b0bc6f1ff2e5a99c73ca2541743d79d93eaf[0] refactoring[0] intervals[0] separating[0] the[0] process[0] of[0] parsing[0] interval[0] lists[0] sorting[0] and[0] merging[0] interval[0] lists[0] and[0] creating[0] rods[0] from[0] intervals[0] [[Sentence=-1,1=word max, 1-5]] this[0] gives[0] doug[0] the[0] ability[0] to[0] keep[0] using[0] our[0] interval[0] list[0] parsing[0] code[0] when[0] sorting[0] intervals[0] on[0] our[0] behalf[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6130 commit b241e0915b24b6c8744e0b31867717439fa570ee incremental update to variantoptimizer. refactored parts of the clustering code to make it more clear. more comments. 	6130 commit b241e0915b24b6c8744e0b31867717439fa570ee incremental update to variantoptimizer.<br> refactored parts of the clustering code to make it more clear.<br> more comments.	1	-1	 6130[0] commit[0] b241e0915b24b6c8744e0b31867717439fa570ee[0] incremental[0] update[0] to[0] variantoptimizer[0] [[Sentence=-1,1=word max, 1-5]] refactored[0] parts[0] of[0] the[0] clustering[0] code[0] to[0] make[0] it[0] more[0] clear[0] [[Sentence=-1,1=word max, 1-5]] more[0] comments[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6330 commit 956b570c8eba46cf4e6cf8f1f1091a833f90a04b v5 improvements to variantcontext. now fully supports genotypes. filtering enabled. significant tests throughout system. support for rebuilding variant contexts from subsets of genotypes. some code cleanup around repository 	6330 commit 956b570c8eba46cf4e6cf8f1f1091a833f90a04b v5 improvements to variantcontext.<br> now fully supports genotypes.<br> filtering enabled.<br> significant tests throughout system.<br> support for rebuilding variant contexts from subsets of genotypes.<br> some code cleanup around repository	2	-1	 6330[0] commit[0] 956b570c8eba46cf4e6cf8f1f1091a833f90a04b[0] v5[0] improvements[1] to[0] variantcontext[0] [[Sentence=-1,2=word max, 1-5]] now[0] fully[0] supports[1] genotypes[0] [[Sentence=-1,2=word max, 1-5]] filtering[0] enabled[0] [[Sentence=-1,1=word max, 1-5]] significant[0] tests[0] throughout[0] system[0] [[Sentence=-1,1=word max, 1-5]] support[0] for[0] rebuilding[0] variant[0] contexts[0] from[0] subsets[0] of[0] genotypes[0] [[Sentence=-1,1=word max, 1-5]] some[0] code[0] cleanup[0] around[0] repository[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
6583 commit 87e863b48dd45f42ec19ca194474f72a2c0d2627 removed used routines in duputils; duplicatequals to archive; docs for new duplicate traversal code; general code cleanup; bug fixes for combineduplicates; integration tests for combine duplicates walker 	6583 commit 87e863b48dd45f42ec19ca194474f72a2c0d2627 removed used routines in duputils; duplicatequals to archive; docs for new duplicate traversal code; general code cleanup; bug fixes for combineduplicates; integration tests for combine duplicates walker	1	-1	 6583[0] commit[0] 87e863b48dd45f42ec19ca194474f72a2c0d2627[0] removed[0] used[0] routines[0] in[0] duputils[0] duplicatequals[0] to[0] archive[0] docs[0] for[0] new[0] duplicate[0] traversal[0] code[0] general[0] code[0] cleanup[0] bug[0] fixes[0] for[0] combineduplicates[0] integration[0] tests[0] for[0] combine[0] duplicates[0] walker[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6776 commit 08f2214f1463c4efbc2be3439d7ad5f95cef9445 stage 1 of massive variation/genotype refactoring. this stage consists only of the code originating in the genotyper and flowing through to the genotype writers. i haven't finished refactoring the writers and haven't even touched the readers at all. the major changes here are that 1. variations which are backedbygenotypes are now correctly associated with those genotypes 2. genotypes which have an associated variation can actually be associated with it (and then return it when tovariation() is called). the only integration tests which need to be updated are msg-related (because the refactoring now made it easy for me to prevent msg from emitting tri-allelic sites). 	6776 commit 08f2214f1463c4efbc2be3439d7ad5f95cef9445 stage 1 of massive variation/genotype refactoring.<br> this stage consists only of the code originating in the genotyper and flowing through to the genotype writers.<br> i haven't finished refactoring the writers and haven't even touched the readers at all.<br> the major changes here are that 1.<br> variations which are backedbygenotypes are now correctly associated with those genotypes 2.<br> genotypes which have an associated variation can actually be associated with it (and then return it when tovariation( is called)<br> the only integration tests which need to be updated are msg-related (because the refactoring now made it easy for me to prevent msg from emitting tri-allelic sites)	1	-1	 6776[0] commit[0] 08f2214f1463c4efbc2be3439d7ad5f95cef9445[0] stage[0] 1[0] of[0] massive[0] variation/genotype[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]] this[0] stage[0] consists[0] only[0] of[0] the[0] code[0] originating[0] in[0] the[0] genotyper[0] and[0] flowing[0] through[0] to[0] the[0] genotype[0] writers[0] [[Sentence=-1,1=word max, 1-5]] i[0] haven't[0] finished[0] refactoring[0] the[0] writers[0] and[0] haven't[0] even[0] touched[0] the[0] readers[0] at[0] all[0] [[Sentence=-1,1=word max, 1-5]] the[0] major[0] changes[0] here[0] are[0] that[0] 1[0] [[Sentence=-1,1=word max, 1-5]] variations[0] which[0] are[0] backedbygenotypes[0] are[0] now[0] correctly[0] associated[0] with[0] those[0] genotypes[0] 2[0] [[Sentence=-1,1=word max, 1-5]] genotypes[0] which[0] have[0] an[0] associated[0] variation[0] can[0] actually[0] be[0] associated[0] with[0] it[0] and[0] then[0] return[0] it[0] when[0] tovariation[0] is[0] called[0] [[Sentence=-1,1=word max, 1-5]] the[0] only[0] integration[0] tests[0] which[0] need[0] to[0] be[0] updated[0] are[0] msg[0] related[0] because[0] the[0] refactoring[0] now[0] made[0] it[0] easy[0] for[0] me[0] to[0] prevent[0] msg[0] from[0] emitting[0] tri[0] allelic[0] sites[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6978 commit 9fb50e9bd99e6d48648815fbef9e732f26248627 further refactoring so that pooled calling will work. okay, mark, you should be all set. 	6978 commit 9fb50e9bd99e6d48648815fbef9e732f26248627 further refactoring so that pooled calling will work.<br> okay, mark, you should be all set.	1	-1	 6978[0] commit[0] 9fb50e9bd99e6d48648815fbef9e732f26248627[0] further[0] refactoring[0] so[0] that[0] pooled[0] calling[0] will[0] work[0] [[Sentence=-1,1=word max, 1-5]] okay[0] mark[0] you[0] should[0] be[0] all[0] set[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7651 commit a864c2f025a27642d8ecc9ad0a2a67e02352fc0f updated polarized reference priors, need diploidgenotypepriors class that is directly used by the newhotness genotypelikelihoods, more bug fixes and refactoring, etc. 	7651 commit a864c2f025a27642d8ecc9ad0a2a67e02352fc0f updated polarized reference priors, need diploidgenotypepriors class that is directly used by the newhotness genotypelikelihoods, more bug fixes and refactoring, etc.	1	-1	 7651[0] commit[0] a864c2f025a27642d8ecc9ad0a2a67e02352fc0f[0] updated[0] polarized[0] reference[0] priors[0] need[0] diploidgenotypepriors[0] class[0] that[0] is[0] directly[0] used[0] by[0] the[0] newhotness[0] genotypelikelihoods[0] more[0] bug[0] fixes[0] and[0] refactoring[0] etc[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7698 commit 0087234ed72fcf4230002ba2fafb23f503521ce5 small code cleanup, a couple of little changes to ssggenotypecall 	7698 commit 0087234ed72fcf423002ba2fafb23f503521ce5 small code cleanup, a couple of little changes to ssggenotypecall	1	-1	 7698[0] commit[0] 0087234ed72fcf4230002ba2fafb23f503521ce5/0087234ed72fcf423002ba2fafb23f503521ce5[0] small[0] code[0] cleanup[0] a[0] couple[0] of[0] little[0] changes[0] to[0] ssggenotypecall[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7827 commit 9cfd89c54f68102d6923f9f4cfcf348a36588faf a small refactoring, and some documentation cleanup 	7827 commit 9cfd89c54f68102d6923f9f4cfcf348a36588faf a small refactoring, and some documentation cleanup	1	-1	 7827[0] commit[0] 9cfd89c54f68102d6923f9f4cfcf348a36588faf[0] a[0] small[0] refactoring[0] and[0] some[0] documentation[0] cleanup[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7974 commit 9e26550b0d5e08ef89677d53fda6f896965c3121 apprach v2. added python analysis script, so java no longer must be used to analyses quality score data. about to refactor out lots of unneeded code 	7974 commit 9e26550b0d5e08ef89677d53fda6f896965c3121 apprach v2.<br> added python analysis script, so java no longer must be used to analyses quality score data.<br> about to refactor out lots of unneeded code	1	-1	 7974[0] commit[0] 9e26550b0d5e08ef89677d53fda6f896965c3121[0] apprach[0] v2[0] [[Sentence=-1,1=word max, 1-5]] added[0] python[0] analysis[0] script[0] so[0] java[0] no[0] longer[0] must[0] be[0] used[0] to[0] analyses[0] quality[0] score[0] data[0] [[Sentence=-1,1=word max, 1-5]] about[0] to[0] refactor[0] out[0] lots[0] of[0] unneeded[0] code[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
