Extract Method	Translation	Positive	Negative	EmotionRationale
4388 commit ef2f6d90d20e8d261e88f7a78f204a185232619f vqsr now operates on lod scores in the info field directly, and doesn't adjust the qual field. new format for tranches file uses lod score. old file format no longer supported. log10sumlog10() function, a very useful utility in mathutils. no more extendedpileupelement! robust math calculations in gmm so that no infinities are generated! haplotypescore refactored to enable use of filtered context. not yet enabled... inferredcontext getdouble and getinteger arguments now parse values from strings if necessary 	4388 commit ef2f6d90d20e8d261e88f7a78f204a185232619f vqsr now operates on lod scores in the info field directly, and doesn't adjust the qual field.<br> new format for tranches file uses lod score.<br> old file format no longer supported.<br> log10sumlog10( function, a very useful utility in mathutils.<br> no more extendedpileupelement!<br> robust math calculations in gm so that no infinities are generated!<br> haplotypescore refactored to enable use of filtered context.<br> not yet enabled.<br> inferredcontext getdouble and getinteger arguments now parse values from strings if necessary	3	-2	 4388[0] commit[0] ef2f6d90d20e8d261e88f7a78f204a185232619f[0] vqsr[0] now[0] operates[0] on[0] lod[0] scores[0] in[0] the[0] info[0] field[0] directly[0] and[0] doesn't[0] adjust[0] the[0] qual[0] field[0] [[Sentence=-1,1=word max, 1-5]] new[0] format[0] for[0] tranches[0] file[0] uses[0] lod[0] score[0] [[Sentence=-1,1=word max, 1-5]] old[0] file[0] format[0] no[0] longer[0] supported[1] [[Sentence=-1,2=word max, 1-5]] log10sumlog10[0] function[0] a[0] very[0] useful[1][1 LastWordBoosterStrength] utility[0] in[0] mathutils[0] [[Sentence=-1,3=word max, 1-5]] no[0] more[0] extendedpileupelement[0] [[Sentence=-1,1=word max, 1-5]] robust[0] math[0] calculations[0] in[0] gmm/gm[0] so[0] that[0] no[0] infinities[0] are[0] generated[0] [[Sentence=-1,1=word max, 1-5]] haplotypescore[0] refactored[0] to[0] enable[0] use[0] of[0] filtered[0] context[0] [[Sentence=-1,1=word max, 1-5]] not[0] yet[0] enabled[0] [[Sentence=-1,1=word max, 1-5]] inferredcontext[0] getdouble[0] and[0] getinteger[0] arguments[-1] now[0] parse[0] values[1] from[0] strings[0] if[0] necessary[0] [[Sentence=-2,2=word max, 1-5]][[[3,-2 max of sentences]]]
4729 commit 4ed9f437e963ff5c93edf3dd2800c6b6d4ffbdee sliced the gae in half like a gordian knot to avoid the constant merge conflicts. the gae half has all the walker specific code. the new "abstract" gae has the rest of the logic. more refactoring to come, with the end goal of having a tool that other java analysis programs (queue, etc.) can use to read in genomic data. 	4729 commit 4ed9f437e963ff5c93edf3dd2800c6b6d4ffbdee sliced the gae in half like a gordian knot to avoid the constant merge conflicts.<br> the gae half has all the walker specific code.<br> the new "abstract" gae has the rest of the logic.<br> more refactoring to come, with the end goal of having a tool that other java analysis programs (queue, etc.<br> can use to read in genomic data.	1	-2	 4729[0] commit[0] 4ed9f437e963ff5c93edf3dd2800c6b6d4ffbdee[0] sliced[0] the[0] gae[0] in[0] half[0] like[0] a[0] gordian[0] knot[0] to[0] avoid[-1] the[0] constant[0] merge[0] conflicts[0] [[Sentence=-2,1=word max, 1-5]] the[0] gae[0] half[0] has[0] all[0] the[0] walker[0] specific[0] code[0] [[Sentence=-1,1=word max, 1-5]] the[0] new[0] abstract[0] gae[0] has[0] the[0] rest[0] of[0] the[0] logic[0] [[Sentence=-1,1=word max, 1-5]] more[0] refactoring[0] to[0] come[0] with[0] the[0] end[0] goal[0] of[0] having[0] a[0] tool[0] that[0] other[0] java[0] analysis[0] programs[0] queue[0] etc[0] [[Sentence=-1,1=word max, 1-5]] can[0] use[0] to[0] read[0] in[0] genomic[0] data[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
5230 commit 693672a46132235590ccf482a5c418b03dc7ba21 refactoring the vcf writer code; now no longer uses vcfrecord or any of its related classes, instead writing directly to the writer. integration tests pass, but some are actually broken and will be fixed this week. 	5230 commit 693672a46132235590ccf482a5c418b03dc7ba21 refactoring the vcf writer code; now no longer uses vcfrecord or any of its related classes, instead writing directly to the writer.<br> integration tests pass, but some are actually broken and will be fixed this week.	1	-2	 5230[0] commit[0] 693672a46132235590ccf482a5c418b03dc7ba21[0] refactoring[0] the[0] vcf[0] writer[0] code[0] now[0] no[0] longer[0] uses[0] vcfrecord[0] or[0] any[0] of[0] its[0] related[0] classes[0] instead[0] writing[0] directly[0] to[0] the[0] writer[0] [[Sentence=-1,1=word max, 1-5]] integration[0] tests[0] pass[0] but[0] some[0] are[0] actually[0] broken[-1] and[0] will[0] be[0] fixed[0] this[0] week[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
5675 commit e016491a3db9b6c71e5537b68152c9648d9fee50 major refactoring of depth of coverage to allow for more extensible partitions of data (now can do read group, sample, and library; in any combination; adding more is fairly easy). changed the by-gene code to use clones of stats objects, rather than munging the interval docs. (fix for avinash. who, hilariously, thinks my name is carl.) added sorting methods to ensure static ordering of header and body fields. 	5675 commit e016491a3db9b6c71e5537b68152c9648d9fee50 major refactoring of depth of coverage to allow for more extensible partitions of data (now can do read group, sample, and library; in any combination; adding more is fairly easy)<br> changed the by-gene code to use clones of stats objects, rather than munging the interval docs.<br> (fix for avinash.<br> who, hilariously, thinks my name is carl.<br> added sorting methods to ensure static ordering of header and body fields.	3	-2	 5675[0] commit[0] e016491a3db9b6c71e5537b68152c9648d9fee50[0] major[0] refactoring[0] of[0] depth[0] of[0] coverage[0] to[0] allow[0] for[0] more[0] extensible[0] partitions[-1] of[0] data[0] now[0] can[0] do[0] read[0] group[0] sample[0] and[0] library[0] in[0] any[0] combination[0] adding[0] more[0] is[0] fairly[0] easy[0] [[Sentence=-2,1=word max, 1-5]] changed[0] the[0] by[0] gene[0] code[0] to[0] use[0] clones[0] of[0] stats[0] objects[0] rather[0] than[0] munging[0] the[0] interval[0] docs[0] [[Sentence=-1,1=word max, 1-5]] fix[0] for[0] avinash[0] [[Sentence=-1,1=word max, 1-5]] who[0] hilariously[2] thinks[0] my[0] name[0] is[0] carl[0] [[Sentence=-1,3=word max, 1-5]] added[0] sorting[0] methods[0] to[0] ensure[0] static[0] ordering[0] of[0] header[0] and[0] body[0] fields[0] [[Sentence=-1,1=word max, 1-5]][[[3,-2 max of sentences]]]
5680 commit 35b4bba35e685b9ef3d76a89598905aa33071f3f refactored so it could be used for knowngene and ccds as well as refgene 	5680 commit 35b4bba35e685b9ef3d76a89598905a33071f3f refactored so it could be used for knowngene and ccds as well as refgene	1	-1	 5680[0] commit[0] 35b4bba35e685b9ef3d76a89598905aa33071f3f/35b4bba35e685b9ef3d76a89598905a33071f3f[0] refactored[0] so[0] it[0] could[0] be[0] used[0] for[0] knowngene[0] and[0] ccds[0] as[0] well[0] as[0] refgene[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5787 commit 5dce16a8f1231ca2a7872c1efdee083bb85dc76c better genotype concordance module. code refactoring for clarity (please see below/after for educational purposes). now reports variant sensitivity, concordance, and genotype error rate by default. also aggregates this data across all samples, so you get a per sample and overall stats for each of these in the allsamples row. 	5787 commit 5dce16a8f1231ca2a7872c1efdee083bb85dc76c better genotype concordance module.<br> code refactoring for clarity (please see below/after for educational purposes)<br> now reports variant sensitivity, concordance, and genotype error rate by default.<br> also aggregates this data across all samples, so you get a per sample and overall stats for each of these in the allsamples row.	2	-2	 5787[0] commit[0] 5dce16a8f1231ca2a7872c1efdee083bb85dc76c[0] better[0] genotype[0] concordance[0] module[0] [[Sentence=-1,1=word max, 1-5]] code[0] refactoring[0] for[0] clarity[0] please[1] see[0] below/after[0] for[0] educational[0] purposes[0] [[Sentence=-1,2=word max, 1-5]] now[0] reports[0] variant[0] sensitivity[0] concordance[0] and[0] genotype[0] error[0] rate[0] by[0] default[-1] [[Sentence=-2,1=word max, 1-5]] also[0] aggregates[0] this[0] data[0] across[0] all[0] samples[0] so[0] you[0] get[0] a[0] per[0] sample[0] and[0] overall[0] stats[0] for[0] each[0] of[0] these[0] in[0] the[0] allsamples[0] row[0] [[Sentence=-1,1=word max, 1-5]][[[2,-2 max of sentences]]]
5841 commit 01e6492ba9ae932c9ee7e34a98d232b984d57611 updated to work correctly with extended pileups. clogged and uses some dirty tricks; pileups/extended pileups need to be redesigned someday 	5841 commit 01e6492ba9ae932c9ee7e34a98d232b984d57611 updated to work correctly with extended pileups.<br> clogged and uses some dirty tricks; pileups/extended pileups need to be redesigned someday	1	-2	 5841[0] commit[0] 01e6492ba9ae932c9ee7e34a98d232b984d57611[0] updated[0] to[0] work[0] correctly[0] with[0] extended[0] pileups[0] [[Sentence=-1,1=word max, 1-5]] clogged[0] and[0] uses[0] some[0] dirty[-1][--1 LastWordBoosterStrength] tricks[-1] pileups/extended[0] pileups[0] need[0] to[0] be[0] redesigned[0] someday[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
6009 commit 7b17bcd0af2c4609a5dd3e83b007d3f383cf7ae9 refactoring a few useful routines for detecting mendelian violations 	6009 commit 7b17bcd0af2c4609a5dd3e83b007d3f383cf7ae9 refactoring a few useful routines for detecting mendelian violations	2	-1	 6009[0] commit[0] 7b17bcd0af2c4609a5dd3e83b007d3f383cf7ae9[0] refactoring[0] a[0] few[0] useful[1] routines[0] for[0] detecting[0] mendelian[0] violations[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
6141 commit 7578678f9933bd82fdf5996fec16052929445078 refactored to provide a sum of mismatch quality scores capability as well (used by cancer) 	6141 commit 7578678f9933bd82fdf5996fec16052929445078 refactored to provide a sum of mismatch quality scores capability as well (used by cancer)	1	-4	 6141[0] commit[0] 7578678f9933bd82fdf5996fec16052929445078[0] refactored[0] to[0] provide[0] a[0] sum[0] of[0] mismatch[0] quality[0] scores[0] capability[0] as[0] well[0] used[0] by[0] cancer[-3] [[Sentence=-4,1=word max, 1-5]][[[1,-4 max of sentences]]]
6158 commit 1017a38f387b0b6ab114ff231692bb38a35bd411 initial refactoring of read traversal to make it easier to drop in intervalled reads traversal. 	6158 commit 1017a38f387b0b6ab114ff231692bb38a35bd411 initial refactoring of read traversal to make it easier to drop in intervalled reads traversal.	1	-2	 6158[0] commit[0] 1017a38f387b0b6ab114ff231692bb38a35bd411[0] initial[0] refactoring[0] of[0] read[0] traversal[0] to[0] make[0] it[0] easier[0] to[0] drop[-1] in[0] intervalled[0] reads[0] traversal[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
6773 commit c0528cd88e18851c44dbc693bbf49f066491d5a7 updated the callsetconcordance classes to use new vcf variation code... and uncovered a whole bunch of vcf bugs in the process. i'm not convinced that i got them all, so i'll unit test like crazy when the refactoring is done. 	6773 commit c0528cd88e18851c44dbc693bbf49f066491d5a7 updated the callsetconcordance classes to use new vcf variation code.<br> and uncovered a whole bunch of vcf bugs in the process.<br> i'm not convinced that i got them all, so i'll unit test like crazy when the refactoring is done.	1	-2	 6773[0] commit[0] c0528cd88e18851c44dbc693bbf49f066491d5a7[0] updated[0] the[0] callsetconcordance[0] classes[0] to[0] use[0] new[0] vcf[0] variation[0] code[0] [[Sentence=-1,1=word max, 1-5]] and[0] uncovered[0] a[0] whole[0] bunch[0] of[0] vcf[0] bugs[0] in[0] the[0] process[0] [[Sentence=-1,1=word max, 1-5]] i'm[0] not[0] convinced[0] that[0] i[0] got[0] them[0] all[0] so[0] i'll[0] unit[0] test[0] like[0] crazy[-1] when[0] the[0] refactoring[0] is[0] done[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
6776 commit 08f2214f1463c4efbc2be3439d7ad5f95cef9445 stage 1 of massive variation/genotype refactoring. this stage consists only of the code originating in the genotyper and flowing through to the genotype writers. i haven't finished refactoring the writers and haven't even touched the readers at all. the major changes here are that 1. variations which are backedbygenotypes are now correctly associated with those genotypes 2. genotypes which have an associated variation can actually be associated with it (and then return it when tovariation() is called). the only integration tests which need to be updated are msg-related (because the refactoring now made it easy for me to prevent msg from emitting tri-allelic sites). 	6776 commit 08f2214f1463c4efbc2be3439d7ad5f95cef9445 stage 1 of massive variation/genotype refactoring.<br> this stage consists only of the code originating in the genotyper and flowing through to the genotype writers.<br> i haven't finished refactoring the writers and haven't even touched the readers at all.<br> the major changes here are that 1.<br> variations which are backedbygenotypes are now correctly associated with those genotypes 2.<br> genotypes which have an associated variation can actually be associated with it (and then return it when tovariation( is called)<br> the only integration tests which need to be updated are msg-related (because the refactoring now made it easy for me to prevent msg from emitting tri-allelic sites)	1	-1	 6776[0] commit[0] 08f2214f1463c4efbc2be3439d7ad5f95cef9445[0] stage[0] 1[0] of[0] massive[0] variation/genotype[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]] this[0] stage[0] consists[0] only[0] of[0] the[0] code[0] originating[0] in[0] the[0] genotyper[0] and[0] flowing[0] through[0] to[0] the[0] genotype[0] writers[0] [[Sentence=-1,1=word max, 1-5]] i[0] haven't[0] finished[0] refactoring[0] the[0] writers[0] and[0] haven't[0] even[0] touched[0] the[0] readers[0] at[0] all[0] [[Sentence=-1,1=word max, 1-5]] the[0] major[0] changes[0] here[0] are[0] that[0] 1[0] [[Sentence=-1,1=word max, 1-5]] variations[0] which[0] are[0] backedbygenotypes[0] are[0] now[0] correctly[0] associated[0] with[0] those[0] genotypes[0] 2[0] [[Sentence=-1,1=word max, 1-5]] genotypes[0] which[0] have[0] an[0] associated[0] variation[0] can[0] actually[0] be[0] associated[0] with[0] it[0] and[0] then[0] return[0] it[0] when[0] tovariation[0] is[0] called[0] [[Sentence=-1,1=word max, 1-5]] the[0] only[0] integration[0] tests[0] which[0] need[0] to[0] be[0] updated[0] are[0] msg[0] related[0] because[0] the[0] refactoring[0] now[0] made[0] it[0] easy[0] for[0] me[0] to[0] prevent[0] msg[0] from[0] emitting[0] tri[0] allelic[0] sites[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
