Move Class	Translation	Positive	Negative	EmotionRationale
2885 commit 610a865111989c00d861ca7b7169c4fd31ff317c cloud/system/resin refactor 	2885 commit 610a86511989c00d861ca7b7169c4fd31ff317c cloud/system/resin refactor	1	-1	 2885[0] commit[0] 610a865111989c00d861ca7b7169c4fd31ff317c/610a86511989c00d861ca7b7169c4fd31ff317c[0] cloud/system/resin[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
2914 commit fb502e0dfdda6260ff370ac25b296c59b1de0e6c thread pool stress refactor 	2914 commit fb502e0dfdda6260ff370ac25b296c59b1de0e6c thread pool stress refactor	1	-2	 2914[0] commit[0] fb502e0dfdda6260ff370ac25b296c59b1de0e6c[0] thread[0] pool[0] stress[-1] refactor[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
3370 commit a17c15bbb317abbc48e838dee94e089d8bf560c4 db block store refactor 	3370 commit a17c15bb317abbc48e838dee94e089d8bf560c4 db block store refactor	1	-1	 3370[0] commit[0] a17c15bbb317abbc48e838dee94e089d8bf560c4/a17c15bb317abbc48e838dee94e089d8bf560c4[0] db[0] block[0] store[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3371 commit 484a7f134b7d96ddba3c4c02eca816911ccf56a3 blockstore refactor for stress tests 	3371 commit 484a7f134b7d96ddba3c4c02eca816911ccf56a3 blockstore refactor for stress tests	1	-2	 3371[0] commit[0] 484a7f134b7d96ddba3c4c02eca816911ccf56a3[0] blockstore[0] refactor[0] for[0] stress[-1] tests[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
3416 commit dcad93efe0cdbb3bd7e40f10b15b0cf87b75337e jpa manager refactor 	3416 commit dcad93efe0cdbb3bd7e40f10b15b0cf87b75337e jpa manager refactor	1	-1	 3416[0] commit[0] dcad93efe0cdbb3bd7e40f10b15b0cf87b75337e[0] jpa[0] manager[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3417 commit 371e0bdd53d1b23711ae1428deb30f2225086665 jpa refactoring 	3417 commit 371e0bdd53d1b23711ae1428deb30f22508665 jpa refactoring	2	-1	 3417[0] commit[0] 371e0bdd53d1b23711ae1428deb30f2225086665/371e0bdd53d1b23711ae1428deb30f22508665[0][+0.6 MultipleLetters] jpa[0] refactoring[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
3581 commit 09416536a7c7b57253e0ba8630ec3ee31a47bf3c protocol/async refactor 	3581 commit 09416536a7c7b57253e0ba8630ec3ee31a47bf3c protocol/async refactor	1	-1	 3581[0] commit[0] 09416536a7c7b57253e0ba8630ec3ee31a47bf3c[0] protocol/async[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3738 commit b0e154f25e46d8f2acd671178fee2d25e0102153 ejb refactor/applicationexception cleanup 	3738 commit b0e154f25e46d8f2acd671178fee2d25e0102153 ejb refactor/applicationexception cleanup	1	-1	 3738[0] commit[0] b0e154f25e46d8f2acd671178fee2d25e0102153[0] ejb[0] refactor/applicationexception[0] cleanup[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3749 commit b09855caef81f0b2278d779e7f7830dce564daba ejb stateless pooling and postconstruct/predestroy partial refactor 	3749 commit b09855caef81f0b2278d779e7f7830dce564daba ejb stateless pooling and postconstruct/predestroy partial refactor	1	-1	 3749[0] commit[0] b09855caef81f0b2278d779e7f7830dce564daba[0] ejb[0] stateless[0] pooling[0] and[0] postconstruct/predestroy[0] partial[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3774 commit 6ce3764335c0a0bcadf3221abe3aa1a99a03c6f3 bam major refactor. 	3774 commit 6ce3764335c0a0bcadf3221abe3a1a99a03c6f3 bam major refactor.	1	-1	 3774[0] commit[0] 6ce3764335c0a0bcadf3221abe3aa1a99a03c6f3/6ce3764335c0a0bcadf3221abe3a1a99a03c6f3[0] bam[0] major[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3783 commit 8631b192144380ca00f3c48436ff782ae69394e9 refactor com.caucho.server.connection 	3783 commit 8631b192144380ca00f3c48436ff782ae69394e9 refactor com.<br>caucho.<br>server.<br>connection	1	-1	 3783[0] commit[0] 8631b192144380ca00f3c48436ff782ae69394e9[0] refactor[0] com[0] [[Sentence=-1,1=word max, 1-5]] caucho[0] [[Sentence=-1,1=word max, 1-5]] server[0] [[Sentence=-1,1=word max, 1-5]] connection[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3982 commit 915b189d0b4c0153ec7570fbe419a015b253bf19 jspresponse refactor 	3982 commit 915b189d0b4c0153ec7570fbe419a015b253bf19 jspresponse refactor	1	-1	 3982[0] commit[0] 915b189d0b4c0153ec7570fbe419a015b253bf19[0] jspresponse[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4121 commit 9db6cd1be7b901f78f30445bed2719fe753b75c1 ejb scheduling refactor 	4121 commit 9db6cd1be7b901f78f30445bed2719fe753b75c1 ejb scheduling refactor	1	-1	 4121[0] commit[0] 9db6cd1be7b901f78f30445bed2719fe753b75c1[0] ejb[0] scheduling[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4243 commit 441b1835957840a73ac27310190aa5b9b067b029 request/response refactor 	4243 commit 441b1835957840a73ac27310190a5b9b067b029 request/response refactor	1	-1	 4243[0] commit[0] 441b1835957840a73ac27310190aa5b9b067b029/441b1835957840a73ac27310190a5b9b067b029[0] request/response[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4513 commit 7b7dfd2cd085646eecd5449bbe2e8ec845c32995 ejb gen refactoring 	4513 commit 7b7dfd2cd085646eecd5449bbe2e8ec845c32995 ejb gen refactoring	1	-1	 4513[0] commit[0] 7b7dfd2cd085646eecd5449bbe2e8ec845c32995[0] ejb[0] gen[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4521 commit 7e0a694d78bdc19688b41da20418f6a28c748f40 ioc refactor 	4521 commit 7e0a694d78bdc19688b41da20418f6a28c748f40 ioc refactor	1	-1	 4521[0] commit[0] 7e0a694d78bdc19688b41da20418f6a28c748f40[0] ioc[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4534 commit c395db44c89f36a149dab3907fd17726064a706e candi partial refactor 	4534 commit c395db44c89f36a149dab3907fd17726064a706e candi partial refactor	1	-1	 4534[0] commit[0] c395db44c89f36a149dab3907fd17726064a706e[0] candi[0] partial[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4536 commit cfd8eb3a4cd4bb3cb4dde84c34250eebec60e800 candi refactor 	4536 commit cfd8eb3a4cd4bb3cb4dde84c34250eebec60e800 candi refactor	1	-1	 4536[0] commit[0] cfd8eb3a4cd4bb3cb4dde84c34250eebec60e800[0] candi[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5018 commit 48e1ed7ea6654979ade594c1c8259629e79f6e48 webbeans -  inject refactor 	5018 commit 48e1ed7ea6654979ade594c1c8259629e79f6e48 webbeans -  inject refactor	1	-1	 5018[0] commit[0] 48e1ed7ea6654979ade594c1c8259629e79f6e48[0] webbeans[0] inject[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5021 commit 875952ae0ea031d1e33a96a3dcb2f6ad3e026952 ioc spec rev/refactor 	5021 commit 875952ae0ea031d1e33a96a3dcb2f6ad3e026952 ioc spec rev/refactor	1	-1	 5021[0] commit[0] 875952ae0ea031d1e33a96a3dcb2f6ad3e026952[0] ioc[0] spec[0] rev/refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5025 commit 794d2b42d744be9b13851edd432349a2a4fb85d9 ioc partial refactor 	5025 commit 794d2b42d744be9b13851edd432349a2a4fb85d9 ioc partial refactor	1	-1	 5025[0] commit[0] 794d2b42d744be9b13851edd432349a2a4fb85d9[0] ioc[0] partial[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5026 commit 24c07e62f1f214cf80d73d8248c91c1d7577089f partial webbeans refactor 	5026 commit 24c07e62f1f214cf80d73d8248c91c1d7577089f partial webbeans refactor	1	-1	 5026[0] commit[0] 24c07e62f1f214cf80d73d8248c91c1d7577089f[0] partial[0] webbeans[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5063 commit 221642494cc18c3761be405c89ea21e9d2d6e75e partial bam/hmtp refactor 	5063 commit 221642494cc18c3761be405c89ea21e9d2d6e75e partial bam/hmtp refactor	1	-1	 5063[0] commit[0] 221642494cc18c3761be405c89ea21e9d2d6e75e[0] partial[0] bam/hmtp[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5107 commit 63099edbf3328aac202ef5cc3539f61d360fc312 cache refactor for basic performance 	5107 commit 63099edbf3328ac202ef5cc3539f61d360fc312 cache refactor for basic performance	1	-1	 5107[0] commit[0] 63099edbf3328aac202ef5cc3539f61d360fc312/63099edbf3328ac202ef5cc3539f61d360fc312[0] cache[0] refactor[0] for[0] basic[0] performance[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5180 commit f7497f8f1c9f5f03d43448da3ead48608c3b5be5 cluster-triad refactor 	5180 commit f7497f8f1c9f5f03d43448da3ead48608c3b5be5 cluster-triad refactor	1	-1	 5180[0] commit[0] f7497f8f1c9f5f03d43448da3ead48608c3b5be5[0] cluster[0] triad[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5184 commit 50065aa7211a1f30e05e3b2fa523f74a2bbbfa79 authentication refactor 	5184 commit 50065a7211a1f30e05e3b2fa523f74a2bbfa79 authentication refactor	2	-1	 5184[0] commit[0] 50065aa7211a1f30e05e3b2fa523f74a2bbbfa79/50065a7211a1f30e05e3b2fa523f74a2bbfa79[0][+0.6 MultipleLetters] authentication[0] refactor[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
5212 commit f1341b6239b03ccb63a4587121d8b8477c8329d9 repository basic refactor 	5212 commit f1341b6239b03ccb63a4587121d8b8477c8329d9 repository basic refactor	1	-1	 5212[0] commit[0] f1341b6239b03ccb63a4587121d8b8477c8329d9[0] repository[0] basic[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5235 commit 92538099c675751f74bea9757b3b24d843710e39 build issues/function package refactoring 	5235 commit 92538099c675751f74bea9757b3b24d843710e39 build issues/function package refactoring	1	-1	 5235[0] commit[0] 92538099c675751f74bea9757b3b24d843710e39[0] build[0] issues/function[0] package[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5294 commit 360bf4f4045d82a1af184e8cc0e6a99cfe2378a1 partial refactor 	5294 commit 360bf4f4045d82a1af184e8cc0e6a99cfe2378a1 partial refactor	1	-1	 5294[0] commit[0] 360bf4f4045d82a1af184e8cc0e6a99cfe2378a1[0] partial[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5820 commit 1bd3c946ea5decb278aefa2132f71db40b6229cc xmpp refactor 	5820 commit 1bd3c946ea5decb278aefa2132f71db40b6229c xmp refactor	1	-1	 5820[0] commit[0] 1bd3c946ea5decb278aefa2132f71db40b6229cc/1bd3c946ea5decb278aefa2132f71db40b6229c[0] xmpp/xmp[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6017 commit 53d8d784ac21286030b3ac03cb5408f9f3806aa7 hmpp refactor and im basics 	6017 commit 53d8d784ac21286030b3ac03cb5408f9f3806a7 hmp refactor and im basics	1	-1	 6017[0] commit[0] 53d8d784ac21286030b3ac03cb5408f9f3806aa7/53d8d784ac21286030b3ac03cb5408f9f3806a7[0] hmpp/hmp[0] refactor[0] and[0] im[0] basics[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6035 commit 7d13f66c5e8743fd980e273fbb8f4939d1e30d20 hmpp refactor 	6035 commit 7d13f66c5e8743fd980e273fbb8f4939d1e30d20 hmp refactor	1	-1	 6035[0] commit[0] 7d13f66c5e8743fd980e273fbb8f4939d1e30d20[0] hmpp/hmp[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6225 commit 79a383bb0ebd8deb2ef4abacdf50e5f09fc32a87 resin watchdog partial refactor 	6225 commit 79a383bb0ebd8deb2ef4abacdf50e5f09fc32a87 resin watchdog partial refactor	1	-1	 6225[0] commit[0] 79a383bb0ebd8deb2ef4abacdf50e5f09fc32a87[0] resin[0] watchdog[0] partial[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6372 commit ca6893f5fa22f6c638200bb2b20cd9940ed64324 ejb refactory - basic security role checkin 	6372 commit ca6893f5fa22f6c638200bb2b20cd9940ed64324 ejb refactory - basic security role checkin	1	-1	 6372[0] commit[0] ca6893f5fa22f6c638200bb2b20cd9940ed64324[0] ejb[0] refactory[0] basic[0] security[0] role[0] checkin[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6381 commit 2c54b53ce504a0125b65e0f1afb1f2fc6764bf51 ejb refactor midpoint checkin 	6381 commit 2c54b53ce504a0125b65e0f1afb1f2fc6764bf51 ejb refactor midpoint checkin	1	-1	 6381[0] commit[0] 2c54b53ce504a0125b65e0f1afb1f2fc6764bf51[0] ejb[0] refactor[0] midpoint[0] checkin[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6421 commit a4b2102375931e8c90e516a42052c0620b8ec3a8 config/webbeans refactor 	6421 commit a4b2102375931e8c90e516a42052c0620b8ec3a8 config/webbeans refactor	1	-1	 6421[0] commit[0] a4b2102375931e8c90e516a42052c0620b8ec3a8[0] config/webbeans[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6424 commit 11e88f6b619feed9cc75af463057cf01ff24be45 partial config refactor 	6424 commit 11e88f6b619feed9cc75af463057cf01ff24be45 partial config refactor	1	-1	 6424[0] commit[0] 11e88f6b619feed9cc75af463057cf01ff24be45[0] partial[0] config[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6763 commit 8f58737049783a2e36a070a537b23b68c1ff32ed jaxb refactor 	6763 commit 8f58737049783a2e36a070a537b23b68c1ff32ed jaxb refactor	1	-1	 6763[0] commit[0] 8f58737049783a2e36a070a537b23b68c1ff32ed[0] jaxb[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6963 commit 265f4fdbf7f578d7d19a65fd257b84d5a88b527c quercus i18n refactor 	6963 commit 265f4fdbf7f578d7d19a65fd257b84d5a88b527c quercus i18n refactor	1	-1	 6963[0] commit[0] 265f4fdbf7f578d7d19a65fd257b84d5a88b527c[0] quercus[0] i18n[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8009 commit 71207dd46080a652dadf148cf69e9e95bfa171dc jaxb property refactor 	8009 commit 71207dd46080a652dadf148cf69e9e95bfa171dc jaxb property refactor	1	-1	 8009[0] commit[0] 71207dd46080a652dadf148cf69e9e95bfa171dc[0] jaxb[0] property[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8094 commit 5f5ff37b9ed28fe0766f20e1952a72d0c409f456 amber partial refactoring and jpa tck 	8094 commit 5f5ff37b9ed28fe0766f20e1952a72d0c409f456 amber partial refactoring and jpa tck	1	-1	 8094[0] commit[0] 5f5ff37b9ed28fe0766f20e1952a72d0c409f456[0] amber[0] partial[0] refactoring[0] and[0] jpa[0] tck[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8164 commit 643f6807424f0c915eac04fb51fd059a3f1a6f2f util/vfs refactor 	8164 commit 643f6807424f0c915eac04fb51fd059a3f1a6f2f util/vfs refactor	1	-1	 8164[0] commit[0] 643f6807424f0c915eac04fb51fd059a3f1a6f2f[0] util/vfs[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8404 commit f246c2c2d76f97964692fea9b5bd22abbf57f459 botched refactor 	8404 commit f246c2c2d76f97964692fea9b5bd22abbf57f459 botched refactor	1	-1	 8404[0] commit[0] f246c2c2d76f97964692fea9b5bd22abbf57f459[0] botched[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8407 commit bd10cad5914a0bdf7e29b307de149e6b2914f76c resin boot refactor 	8407 commit bd10cad5914a0bdf7e29b307de149e6b2914f76c resin boot refactor	1	-1	 8407[0] commit[0] bd10cad5914a0bdf7e29b307de149e6b2914f76c[0] resin[0] boot[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9030 commit 9c64cbdfc3dd59a5a4b810543a671891bba8529d quercus class refactor 	9030 commit 9c64cbdfc3dd59a5a4b810543a671891bba8529d quercus class refactor	1	-1	 9030[0] commit[0] 9c64cbdfc3dd59a5a4b810543a671891bba8529d[0] quercus[0] class[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9067 commit ceafb5e72e3280202198a592080fa0eb6f8a6a46 refactor quercus lib packaging and naming 	9067 commit ceafb5e72e3280202198a592080fa0eb6f8a6a46 refactor quercus lib packaging and naming	1	-1	 9067[0] commit[0] ceafb5e72e3280202198a592080fa0eb6f8a6a46[0] refactor[0] quercus[0] lib[0] packaging[0] and[0] naming[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9135 commit f3427804a2f7ec98ce87b9e971abaa196761c017 persistence refactoring 	9135 commit f3427804a2f7ec98ce87b9e971aba196761c017 persistence refactoring	1	-1	 9135[0] commit[0] f3427804a2f7ec98ce87b9e971abaa196761c017/f3427804a2f7ec98ce87b9e971aba196761c017[0] persistence[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
