Extract Method	Translation	Positive	Negative	EmotionRationale
1979 commit f74fa3dd014cc355f06112fb57badb49403c94d8 minor classpathkieproject refactor 	1979 commit f74fa3dd014cc355f06112fb57badb49403c94d8 minor classpathkieproject refactor	1	-1	 1979[0] commit[0] f74fa3dd014cc355f06112fb57badb49403c94d8[0] minor[0] classpathkieproject[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
2519 commit 0d9658473cdffa52406bc5d0fdee36510d095df3 singlesessioncommandservice.initksession(..) refactor - this makes eventual support for other transaction models (local, container) a lot easier 	2519 commit 0d9658473cdffa52406bc5d0fdee36510d095df3 singlesessioncommandservice.<br>initksession(<br> refactor - this makes eventual support for other transaction models (local, container) a lot easier	1	-1	 2519[0] commit[0] 0d9658473cdffa52406bc5d0fdee36510d095df3[0] singlesessioncommandservice[0] [[Sentence=-1,1=word max, 1-5]] initksession[0] [[Sentence=-1,1=word max, 1-5]] refactor[0] this[0] makes[0] eventual[0] support[0] for[0] other[0] transaction[0] models[0] local[0] container[0] a[0] lot[0] easier[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
2646 commit c095c8f95cadbd5fac7952da6aaa4c13aae1274e refactor gav to releaseid 	2646 commit c095c8f95cadbd5fac7952da6a4c13ae1274e refactor gav to releaseid	2	-1	 2646[0] commit[0] c095c8f95cadbd5fac7952da6aaa4c13aae1274e/c095c8f95cadbd5fac7952da6a4c13ae1274e[0][+0.6 MultipleLetters] refactor[0] gav[0] to[0] releaseid[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
2781 commit 9223077df78e03663b574766098258a6113974a6 refactoring tests to use only the drools 5 api, instead of old drools 4 api 	2781 commit 9223077df78e03663b574766098258a6113974a6 refactoring tests to use only the drools 5 api, instead of old drools 4 api	1	-1	 2781[0] commit[0] 9223077df78e03663b574766098258a6113974a6[0] refactoring[0] tests[0] to[0] use[0] only[0] the[0] drools[0] 5[0] api[0] instead[0] of[0] old[0] drools[0] 4[0] api[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
2823 commit cade627879545075e5ae68e7c1e7adfb0033768b jbrules-3664 beliefsystem should keep each logically asserted object -now keeps track of all logically inserted objects in the beliefset -big refactor and cleanup of logical insertions -tms per entrypoint. -better consistency 	2823 commit cade627879545075e5ae68e7c1e7adfb0033768b jbrules-3664 beliefsystem should keep each logically asserted object -now keeps track of all logically inserted objects in the beliefset -big refactor and cleanup of logical insertions -tms per entrypoint.<br> -better consistency	1	-1	 2823[0] commit[0] cade627879545075e5ae68e7c1e7adfb0033768b[0] jbrules[0] -3664[0] beliefsystem[0] should[0] keep[0] each[0] logically[0] asserted[0] object[0] now[0] keeps[0] track[0] of[0] all[0] logically[0] inserted[0] objects[0] in[0] the[0] beliefset[0] big[0] refactor[0] and[0] cleanup[0] of[0] logical[0] insertions[0] tms[0] per[0] entrypoint[0] [[Sentence=-1,1=word max, 1-5]] better[0] consistency[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3850 commit 117a421201a430869267336c912d83f649d5751b jbrules-3049 improve @typesafe @typesafe wasn't workign too well. so decided to simplify things. now it'll only apply to the pattern that matches the object type from the type declaration. also need to refactor things so that the mvelclassreader can take imports, for things like enums on map keys - without having to fall back to predicate. 	3850 commit 117a421201a430869267336c912d83f649d5751b jbrules-3049 improve @typesafe @typesafe wasn't workign too well.<br> so decided to simplify things.<br> now it'll only apply to the pattern that matches the object type from the type declaration.<br> also need to refactor things so that the mvelclassreader can take imports, for things like enums on map keys - without having to fall back to predicate.	2	-1	 3850[0] commit[0] 117a421201a430869267336c912d83f649d5751b[0] jbrules[0] -3049[0] improve[1] @typesafe[0] @typesafe[0] wasn't[0] workign[0] too[0] well[0] [[Sentence=-1,2=word max, 1-5]] so[0] decided[0] to[0] simplify[0] things[0] [[Sentence=-1,1=word max, 1-5]] now[0] it'll[0] only[0] apply[0] to[0] the[0] pattern[0] that[0] matches[0] the[0] object[0] type[0] from[0] the[0] type[0] declaration[0] [[Sentence=-1,1=word max, 1-5]] also[0] need[0] to[0] refactor[0] things[0] so[0] that[0] the[0] mvelclassreader[0] can[0] take[0] imports[0] for[0] things[0] like[0] enums[0] on[0] map[0] keys[0] without[0] having[0] to[0] fall[0] back[0] to[0] predicate[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
4212 commit 318b116667e631946d636d6f8d2f95c1bca198b9 jbrules-2642 getting tests working for new updated parser. -big refactor of javaconsequencebuilder rewrites to be mvel 'safe' 	4212 commit 318b11667e631946d636d6f8d2f95c1bca198b9 jbrules-2642 getting tests working for new updated parser.<br> -big refactor of javaconsequencebuilder rewrites to be mvel 'safe'	1	-1	 4212[0] commit[0] 318b116667e631946d636d6f8d2f95c1bca198b9/318b11667e631946d636d6f8d2f95c1bca198b9[0] jbrules[0] -2642[0] getting[0] tests[0] working[0] for[0] new[0] updated[0] parser[0] [[Sentence=-1,1=word max, 1-5]] big[0] refactor[0] of[0] javaconsequencebuilder[0] rewrites[0] to[0] be[0] mvel[0] 'safe'[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4261 commit 904381266a0e9d51f37646c0cf345af50d625250 refactored to a single build method to help structure things, will split up again later 	4261 commit 904381266a0e9d51f37646c0cf345af50d625250 refactored to a single build method to help structure things, will split up again later	1	-1	 4261[0] commit[0] 904381266a0e9d51f37646c0cf345af50d625250[0] refactored[0] to[0] a[0] single[0] build[0] method[0] to[0] help[0] structure[0] things[0] will[0] split[0] up[0] again[0] later[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4722 commit 1da47ab5cdd50df3c6e30e7f3d87c5cf839ecbe1 jbrules-2807 refactor workingmemory so all entry points use the same code 	4722 commit 1da47ab5cdd50df3c6e30e7f3d87c5cf839ecbe1 jbrules-2807 refactor workingmemory so all entry points use the same code	1	-1	 4722[0] commit[0] 1da47ab5cdd50df3c6e30e7f3d87c5cf839ecbe1[0] jbrules[0] -2807[0] refactor[0] workingmemory[0] so[0] all[0] entry[0] points[0] use[0] the[0] same[0] code[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6290 commit 388b29d3853777ed880d80675542dcd0f8e01a4d jbrules-1734 drools api -refactored to move org.drools.knowledge.defintions to org.drools.defintion 	6290 commit 388b29d385377ed880d80675542dcd0f8e01a4d jbrules-1734 drools api -refactored to move org.<br>drools.<br>knowledge.<br>defintions to org.<br>drools.<br>defintion	1	-1	 6290[0] commit[0] 388b29d3853777ed880d80675542dcd0f8e01a4d/388b29d385377ed880d80675542dcd0f8e01a4d[0] jbrules[0] -1734[0] drools[0] api[0] refactored[0] to[0] move[0] org[0] [[Sentence=-1,1=word max, 1-5]] drools[0] [[Sentence=-1,1=word max, 1-5]] knowledge[0] [[Sentence=-1,1=word max, 1-5]] defintions[0] to[0] org[0] [[Sentence=-1,1=word max, 1-5]] drools[0] [[Sentence=-1,1=word max, 1-5]] defintion[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7159 commit d436a0906e9ba253c4caba170f9f8decfb21ed46 jbrules-1408: refactoring of ruleflow to act as a pluggable process engine 	7159 commit d436a0906e9ba253c4caba170f9f8decfb21ed46 jbrules-1408: refactoring of ruleflow to act as a pluggable process engine	1	-1	 7159[0] commit[0] d436a0906e9ba253c4caba170f9f8decfb21ed46[0] jbrules[0] -1408[0] refactoring[0] of[0] ruleflow[0] to[0] act[0] as[0] a[0] pluggable[0] process[0] engine[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7161 commit 99d59787362ed96dbc5c73ba9e140221a17a377a jbrules-1408: refactoring of ruleflow to act as a pluggable process engine 	7161 commit 99d59787362ed96dbc5c73ba9e140221a17a377a jbrules-1408: refactoring of ruleflow to act as a pluggable process engine	1	-1	 7161[0] commit[0] 99d59787362ed96dbc5c73ba9e140221a17a377a[0] jbrules[0] -1408[0] refactoring[0] of[0] ruleflow[0] to[0] act[0] as[0] a[0] pluggable[0] process[0] engine[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7649 commit 17a3aa72cad6cb3e5ab5dfa9a69a9c571fcd1bc3 reports from missing ranges. a lot of package and code refactoring, cutting things to pieces. 	7649 commit 17a3a72cad6cb3e5ab5dfa9a69a9c571fcd1bc3 reports from missing ranges.<br> a lot of package and code refactoring, cutting things to pieces.	1	-1	 7649[0] commit[0] 17a3aa72cad6cb3e5ab5dfa9a69a9c571fcd1bc3/17a3a72cad6cb3e5ab5dfa9a69a9c571fcd1bc3[0] reports[0] from[0] missing[0] ranges[0] [[Sentence=-1,1=word max, 1-5]] a[0] lot[0] of[0] package[0] and[0] code[0] refactoring[0] cutting[0] things[0] to[0] pieces[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8231 commit cdb202eec3a3b7bf63b4612857547b2bc23119b9 jbrules-752 refactoring love 	8231 commit cdb202eec3a3b7bf63b4612857547b2bc23119b9 jbrules-752 refactoring love	3	-1	 8231[0] commit[0] cdb202eec3a3b7bf63b4612857547b2bc23119b9[0] jbrules[0] -752[0] refactoring[0] love[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
8241 commit cdb8994eb6ea9e1eecdb50418c3e843a515f2ebe -refactor for more robust classloading 	8241 commit cdb8994eb6ea9e1eecdb50418c3e843a515f2ebe -refactor for more robust classloading	1	-1	 8241[0] commit[0] cdb8994eb6ea9e1eecdb50418c3e843a515f2ebe[0] refactor[0] for[0] more[0] robust[0] classloading[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8242 commit 32ffa27129735f1165cbb6234d8e7f7d1d71141f -refactor for more robust classloading 	8242 commit 32ffa27129735f1165cbb6234d8e7f7d1d71141f -refactor for more robust classloading	1	-1	 8242[0] commit[0] 32ffa27129735f1165cbb6234d8e7f7d1d71141f[0] refactor[0] for[0] more[0] robust[0] classloading[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8470 commit c739e2c9ea4d01c6a214901b9880ece4ec4d79fc jbrules-816 refactor column to be pattern 	8470 commit c739e2c9ea4d01c6a214901b9880ece4ec4d79fc jbrules-816 refactor column to be pattern	1	-1	 8470[0] commit[0] c739e2c9ea4d01c6a214901b9880ece4ec4d79fc[0] jbrules[0] -816[0] refactor[0] column[0] to[0] be[0] pattern[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8478 commit 7af0694e0e0e0ea4a1488b4ebea44f933a065574 jbrules-816 refactor column to be pattern 	8478 commit 7af0694e0e0e0ea4a1488b4ebea44f933a065574 jbrules-816 refactor column to be pattern	1	-1	 8478[0] commit[0] 7af0694e0e0e0ea4a1488b4ebea44f933a065574[0] jbrules[0] -816[0] refactor[0] column[0] to[0] be[0] pattern[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9214 commit 71ddf22fdc5318fe24ec757abd765c13fa5a7768 jbrules-484 refactor the core reteoo code for sinle and composite propagations -improved the alphanode hashing so it doesn't have to iterate a map on retract/modify 	9214 commit 71ddf22fdc5318fe24ec757abd765c13fa5a7768 jbrules-484 refactor the core reteoo code for sinle and composite propagations -improved the alphanode hashing so it doesn't have to iterate a map on retract/modify	2	-1	 9214[0] commit[0] 71ddf22fdc5318fe24ec757abd765c13fa5a7768[0] jbrules[0] -484[0] refactor[0] the[0] core[0] reteoo[0] code[0] for[0] sinle[0] and[0] composite[0] propagations[0] improved[1] the[0] alphanode[0] hashing[0] so[0] it[0] doesn't[0] have[0] to[0] iterate[0] a[0] map[0] on[0] retract/modify[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
9832 commit 12a3f764cb68a0c7a08c2c263e5c9f8491ac0277 -set consequence offset -stop code being generated if there is no code to compile -refactor examples for audit refactoring 	9832 commit 12a3f764cb68a0c7a08c2c263e5c9f8491ac0277 -set consequence offset -stop code being generated if there is no code to compile -refactor examples for audit refactoring	1	-1	 9832[0] commit[0] 12a3f764cb68a0c7a08c2c263e5c9f8491ac0277[0] set[0] consequence[0] offset[0] stop[0] code[0] being[0] generated[0] if[0] there[0] is[0] no[0] code[0] to[0] compile[0] refactor[0] examples[0] for[0] audit[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
10237 commit 7deac93dc1a6afee9e958ba82940288eaf34e32e -start of refactoring for parser/builder apis 	10237 commit 7deac93dc1a6afee9e958ba82940288eaf34e32e -start of refactoring for parser/builder apis	1	-1	 10237[0] commit[0] 7deac93dc1a6afee9e958ba82940288eaf34e32e[0] start[0] of[0] refactoring[0] for[0] parser/builder[0] apis[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
10291 commit 17b22f8ddb24f5ca46e58678af6fe3cbd2df03c8 refactor due to the main (reteoo/spi/rule) changes   retraction related changes   start of waltz code (initial development checkin) 	10291 commit 17b22f8ddb24f5ca46e58678af6fe3cbd2df03c8 refactor due to the main (reteoo/spi/rule) changes   retraction related changes   start of waltz code (initial development checkin)	1	-1	 10291[0] commit[0] 17b22f8ddb24f5ca46e58678af6fe3cbd2df03c8[0] refactor[0] due[0] to[0] the[0] main[0] reteoo/spi/rule[0] changes[0] retraction[0] related[0] changes[0] start[0] of[0] waltz[0] code[0] initial[0] development[0] checkin[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
10348 commit a94b1d0cb4207723d3a21dda63f2dac49581af25 refactoring 	10348 commit a94b1d0cb4207723d3a21dda63f2dac49581af25 refactoring	1	-1	 10348[0] commit[0] a94b1d0cb4207723d3a21dda63f2dac49581af25[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
10440 commit 691653dbda084f1bdeabccc0d26c907ac8fe982b -fist commit for the native manners example -refactoring due to issues uncovered implementing manners 	10440 commit 691653dbda084f1bdeabcc0d26c907ac8fe982b -fist commit for the native manners example -refactoring due to issues uncovered implementing manners	1	-2	 10440[0] commit[0] 691653dbda084f1bdeabccc0d26c907ac8fe982b/691653dbda084f1bdeabcc0d26c907ac8fe982b[0] fist[-1] commit[0] for[0] the[0] native[0] manners[0] example[0] refactoring[0] due[0] to[0] issues[0] uncovered[0] implementing[0] manners[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
