Extract Method	Translation	Positive	Negative	EmotionRationale
4167 commit b6d1ca94bde164881bfcd7167401d0d8397e7cb4 merge http connector refactoring from trunk 	4167 commit b6d1ca94bde164881bfcd7167401d0d8397e7cb4 merge http connector refactoring from trunk	1	-1	 4167[0] commit[0] b6d1ca94bde164881bfcd7167401d0d8397e7cb4[0] merge[0] http[0] connector[0] refactoring[0] from[0] trunk[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4884 commit b3e036d9a9b99d60dc6683a2dfd1068a172b1a8a refactor to (hopefully) allow unit testing of pipelining support 	4884 commit b3e036d9a9b99d60dc6683a2dfd1068a172b1a8a refactor to (hopefully) allow unit testing of pipelining support	1	-1	 4884[0] commit[0] b3e036d9a9b99d60dc6683a2dfd1068a172b1a8a[0] refactor[0] to[0] hopefully[0] allow[0] unit[0] testing[0] of[0] pipelining[0] support[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5135 commit f28b422a0e44b9b046db77e12c9bb146cc1de3a2 start of an ssl re-negotiation test. need to expand it to handle request bodies and the other issues highlighted by filip. switch to using a ca since it makes the code cleaner and it is easier to get client-cert working than will all self-signed certs. 	5135 commit f28b422a0e44b9b046db77e12c9bb146cc1de3a2 start of an ssl re-negotiation test.<br> need to expand it to handle request bodies and the other issues highlighted by filip.<br> switch to using a ca since it makes the code cleaner and it is easier to get client-cert working than will all self-signed certs.	1	-1	 5135[0] commit[0] f28b422a0e44b9b046db77e12c9bb146cc1de3a2[0] start[0] of[0] an[0] ssl[0] re[0] negotiation[0] test[0] [[Sentence=-1,1=word max, 1-5]] need[0] to[0] expand[0] it[0] to[0] handle[0] request[0] bodies[0] and[0] the[0] other[0] issues[0] highlighted[0] by[0] filip[0] [[Sentence=-1,1=word max, 1-5]] switch[0] to[0] using[0] a[0] ca[0] since[0] it[0] makes[0] the[0] code[0] cleaner[0] and[0] it[0] is[0] easier[0] to[0] get[0] client[0] cert[0] working[0] than[0] will[0] all[0] self[0] signed[0] certs[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5176 commit 52b025e4c7406878c5a4c501741a4862432de44e refactoring to remove duplicate code 	5176 commit 52b025e4c7406878c5a4c501741a4862432de44e refactoring to remove duplicate code	1	-1	 5176[0] commit[0] 52b025e4c7406878c5a4c501741a4862432de44e[0] refactoring[0] to[0] remove[0] duplicate[0] code[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6848 commit 80a11debd57b48faedd890b03fe163b1f6dccdc7 extend lifecycle/mbean refactoring to containerbase 	6848 commit 80a11debd57b48faedd890b03fe163b1f6dccdc7 extend lifecycle/mbean refactoring to containerbase	1	-1	 6848[0] commit[0] 80a11debd57b48faedd890b03fe163b1f6dccdc7[0] extend[0] lifecycle/mbean[0] refactoring[0] to[0] containerbase[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7803 commit 156ecbae2b1f625c94af5e7a1bde741af6128a6c refactor prior to adding some more clean-up methods. 	7803 commit 156ecbae2b1f625c94af5e7a1bde741af6128a6c refactor prior to adding some more clean-up methods.	1	-1	 7803[0] commit[0] 156ecbae2b1f625c94af5e7a1bde741af6128a6c[0] refactor[0] prior[0] to[0] adding[0] some[0] more[0] clean[0] up[0] methods[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7824 commit 2bc8f15806bc747b2f4ddff04f97ffa445d7ddd0 few change to the objectmanager ( intended for integration with existing frameworks ). the 'sample/if no other framework around' simpleobject manager no longer depends on introspectionutils, refactored it ( and parts of modeler ) to dynamicobject. 	7824 commit 2bc8f15806bc747b2f4ddff04f97ffa445d7dd0 few change to the objectmanager ( intended for integration with existing frameworks )<br> the 'sample/if no other framework around' simpleobject manager no longer depends on introspectionutils, refactored it ( and parts of modeler ) to dynamicobject.	1	-1	 7824[0] commit[0] 2bc8f15806bc747b2f4ddff04f97ffa445d7ddd0/2bc8f15806bc747b2f4ddff04f97ffa445d7dd0[0] few[0] change[0] to[0] the[0] objectmanager[0] intended[0] for[0] integration[0] with[0] existing[0] frameworks[0] [[Sentence=-1,1=word max, 1-5]] the[0] 'sample/if[0] no[0] other[0] framework[0] around'[0] simpleobject[0] manager[0] no[0] longer[0] depends[0] on[0] introspectionutils[0] refactored[0] it[0] and[0] parts[0] of[0] modeler[0] to[0] dynamicobject[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8130 commit d6c71cc95e394f14e4f465528fb4b87e890cec33 refactor upload into its own method in preparation for moving some commands from get to post. 	8130 commit d6c71cc95e394f14e4f465528fb4b87e890cec33 refactor upload into its own method in preparation for moving some commands from get to post.	1	-1	 8130[0] commit[0] d6c71cc95e394f14e4f465528fb4b87e890cec33[0] refactor[0] upload[0] into[0] its[0] own[0] method[0] in[0] preparation[0] for[0] moving[0] some[0] commands[0] from[0] get[0] to[0] post[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8139 commit 2185fbba9dbd4bb2aff8528c31f357029aab7bf8 refactor the bio connector to align it better for async support, this means a "poller" style for timeouts etc. first step is to allow the connector to do keep alive on more connections than we have threads. more changes to follow, good chance that nio and bio can share tons of code 	8139 commit 2185fbba9dbd4bb2aff8528c31f357029ab7bf8 refactor the bio connector to align it better for async support, this means a "poller" style for timeouts etc.<br> first step is to allow the connector to do keep alive on more connections than we have threads.<br> more changes to follow, good chance that nio and bio can share tons of code	2	-1	 8139[0] commit[0] 2185fbba9dbd4bb2aff8528c31f357029aab7bf8/2185fbba9dbd4bb2aff8528c31f357029ab7bf8[0] refactor[0] the[0] bio[0] connector[0] to[0] align[0] it[0] better[0] for[0] async[0] support[0] this[0] means[0] a[0] poller[0] style[0] for[0] timeouts[0] etc[0] [[Sentence=-1,1=word max, 1-5]] first[0] step[0] is[0] to[0] allow[0] the[0] connector[0] to[0] do[0] keep[0] alive[0] on[0] more[0] connections[0] than[0] we[0] have[0] threads[0] [[Sentence=-1,1=word max, 1-5]] more[0] changes[0] to[0] follow[0] good[1] chance[0] that[0] nio[0] and[0] bio[0] can[0] share[0] tons[0] of[0] code[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
9069 commit 28c3a9f40b344e999d50a9ce5606890e34aaa727 refactor a bit 	9069 commit 28c3a9f40b344e99d50a9ce5606890e34a727 refactor a bit	2	-1	 9069[0] commit[0] 28c3a9f40b344e999d50a9ce5606890e34aaa727/28c3a9f40b344e99d50a9ce5606890e34a727[0][+0.6 MultipleLetters] refactor[0] a[0] bit[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
9072 commit 49f8a2a07e92280c8089ff9392192d7c3a4baf8b refactor the slow query report a bit also add the ability to remove a listener 	9072 commit 49f8a2a07e92280c8089ff9392192d7c3a4baf8b refactor the slow query report a bit also add the ability to remove a listener	1	-1	 9072[0] commit[0] 49f8a2a07e92280c8089ff9392192d7c3a4baf8b[0] refactor[0] the[0] slow[0] query[0] report[0] a[0] bit[0] also[0] add[0] the[0] ability[0] to[0] remove[0] a[0] listener[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9574 commit 3d2068c4f3e45584c7a9ef5e6b8c86c3a25ead57 code clean up. java5 and remove unused code. no functional change. 	9574 commit 3d2068c4f3e45584c7a9ef5e6b8c86c3a25ead57 code clean up.<br> java5 and remove unused code.<br> no functional change.	1	-1	 9574[0] commit[0] 3d2068c4f3e45584c7a9ef5e6b8c86c3a25ead57[0] code[0] clean[0] up[0] [[Sentence=-1,1=word max, 1-5]] java5[0] and[0] remove[0] unused[0] code[0] [[Sentence=-1,1=word max, 1-5]] no[0] functional[0] change[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
10614 commit eefda7a4ced07449817024a36518b26490860bd0 refactor aprlifecyclelistener by putting the logic into separate methods. 1. do not call terminate in case initialize failed 2. call terminate if version is below required. 3. do not initialize ssl if apr was not initialized. 	10614 commit eefda7a4ced07449817024a36518b26490860bd0 refactor aprlifecyclelistener by putting the logic into separate methods.<br> 1.<br> do not call terminate in case initialize failed 2.<br> call terminate if version is below required.<br> 3.<br> do not initialize ssl if apr was not initialized.	1	-1	 10614[0] commit[0] eefda7a4ced07449817024a36518b26490860bd0[0] refactor[0] aprlifecyclelistener[0] by[0] putting[0] the[0] logic[0] into[0] separate[0] methods[0] [[Sentence=-1,1=word max, 1-5]] 1[0] [[Sentence=-1,1=word max, 1-5]] do[0] not[0] call[0] terminate[0] in[0] case[0] initialize[0] failed[0] 2[0] [[Sentence=-1,1=word max, 1-5]] call[0] terminate[0] if[0] version[0] is[0] below[0] required[0] [[Sentence=-1,1=word max, 1-5]] 3[0] [[Sentence=-1,1=word max, 1-5]] do[0] not[0] initialize[0] ssl[0] if[0] apr[0] was[0] not[0] initialized[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
