Extract Method	Translation	Positive	Negative	EmotionRationale
6999 commit 537b42fbfe3f5239913432460f7a0ea9aad803ab statementtransformer: refactor transformcondition() so it doesn't return a crazy list with different bits of the transformed condition at different indices. let's do something sane like using a class (transformedcondition). (precursor to issue #754) 	699 commit 537b42fbfe3f5239913432460f7a0ea9ad803ab statementtransformer: refactor transformcondition( so it doesn't return a crazy list with different bits of the transformed condition at different indices.<br> let's do something sane like using a class (transformedcondition)<br> (precursor to issue #754)	1	-2	 6999/699[0] commit[0] 537b42fbfe3f5239913432460f7a0ea9aad803ab/537b42fbfe3f5239913432460f7a0ea9ad803ab[0] statementtransformer[0] refactor[0] transformcondition[0] so[0] it[0] doesn't[0] return[0] a[0] crazy[-1] list[0] with[0] different[0] bits[0] of[0] the[0] transformed[0] condition[0] at[0] different[0] indices[0] [[Sentence=-2,1=word max, 1-5]] let's[0] do[0] something[0] sane[0] like[0] using[0] a[0] class[0] transformedcondition[0] [[Sentence=-1,1=word max, 1-5]] precursor[0] to[0] issue[0] #754[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
7045 commit d365ebe49ecf62636b2e9344b9adc3fe9ae6f7d5 transform  assert  statements to fix #753 refactored  transformcondition  to reuse some of it for assertions 	7045 commit d365ebe49ecf62636b2e9344b9adc3fe9ae6f7d5 transform  assert  statements to fix #753 refactored  transformcondition  to reuse some of it for assertions	1	-1	 7045[0] commit[0] d365ebe49ecf62636b2e9344b9adc3fe9ae6f7d5[0] transform[0] assert[0] statements[0] to[0] fix[0] #753[0] refactored[0] transformcondition[0] to[0] reuse[0] some[0] of[0] it[0] for[0] assertions[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7053 commit bf816f6972a70785837ccb7dc43f041ab4347b7d model loader: refactored setcontainer code into a method 	7053 commit bf816f6972a70785837ccb7dc43f041ab4347b7d model loader: refactored setcontainer code into a method	1	-1	 7053[0] commit[0] bf816f6972a70785837ccb7dc43f041ab4347b7d[0] model[0] loader[0] refactored[0] setcontainer[0] code[0] into[0] a[0] method[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7243 commit e442f669288d128a1184a44f67c31bf0476f0a22 expressiontransformer: refactored the hex/bin hack 	7243 commit e442f669288d128a1184a44f67c31bf0476f0a22 expressiontransformer: refactored the hex/bin hack	1	-2	 7243[0] commit[0] e442f669288d128a1184a44f67c31bf0476f0a22[0] expressiontransformer[0] refactored[0] the[0] hex/bin[0] hack[-1] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
7295 commit 67e5503f3e149f44ffd93be3df1bfc13de5bb540 refactoring: tidy some of the classdefinitionbuilder.parameter() and methoddefinitionbuilder.parameter() methods. we can use the parameterdefinitionbuilder now. 	7295 commit 67e5503f3e149f44ffd93be3df1bfc13de5bb540 refactoring: tidy some of the classdefinitionbuilder.<br>parameter( and methoddefinitionbuilder.<br>parameter( methods.<br> we can use the parameterdefinitionbuilder now.	1	-1	 7295[0] commit[0] 67e5503f3e149f44ffd93be3df1bfc13de5bb540[0] refactoring[0] tidy[0] some[0] of[0] the[0] classdefinitionbuilder[0] [[Sentence=-1,1=word max, 1-5]] parameter[0] and[0] methoddefinitionbuilder[0] [[Sentence=-1,1=word max, 1-5]] parameter[0] methods[0] [[Sentence=-1,1=word max, 1-5]] we[0] can[0] use[0] the[0] parameterdefinitionbuilder[0] now[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7302 commit 84d2c28ec9b24ef25abb76e8eb4d20372138c675 issue #580: refactor methoddefinitionbuilder and classdefinitionbuilder to use the parameterdefinitionbuilder 	7302 commit 84d2c28ec9b24ef25abb76e8eb4d20372138c675 issue #580: refactor methoddefinitionbuilder and classdefinitionbuilder to use the parameterdefinitionbuilder	1	-1	 7302[0] commit[0] 84d2c28ec9b24ef25abb76e8eb4d20372138c675[0] issue[0] #580[0] refactor[0] methoddefinitionbuilder[0] and[0] classdefinitionbuilder[0] to[0] use[0] the[0] parameterdefinitionbuilder[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7312 commit b59caf25a9149ae9a7da17f5c412893a01bfc57c issue #580: methoddefinitionbuilder: internal refactoring 	7312 commit b59caf25a9149ae9a7da17f5c412893a01bfc57c issue #580: methoddefinitionbuilder: internal refactoring	1	-1	 7312[0] commit[0] b59caf25a9149ae9a7da17f5c412893a01bfc57c[0] issue[0] #580[0] methoddefinitionbuilder[0] internal[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7362 commit b4dce0c7d86f02760a32054e5ee3dc2bb6552b5b issue #691: ceylondoc bug in abbreviated optional generic type (refactored into method and explaining comment) 	7362 commit b4dce0c7d86f02760a32054e5ee3dc2bb6552b5b issue #691: ceylondoc bug in abbreviated optional generic type (refactored into method and explaining comment)	1	-1	 7362[0] commit[0] b4dce0c7d86f02760a32054e5ee3dc2bb6552b5b[0] issue[0] #691[0] ceylondoc[0] bug[0] in[0] abbreviated[0] optional[0] generic[0] type[0] refactored[0] into[0] method[0] and[0] explaining[0] comment[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7419 commit 71f73461687622b0807fe33f44c35eff1062d6ea update and refactor makeatmodule/makeatpackage these two methods return the module or package annotation that must be added to a class for ceylon metadata availability, which was previously contained in an object but now is only an annotation. 	7419 commit 71f73461687622b0807fe33f44c35eff1062d6ea update and refactor makeatmodule/makeatpackage these two methods return the module or package annotation that must be added to a class for ceylon metadata availability, which was previously contained in an object but now is only an annotation.	1	-1	 7419[0] commit[0] 71f73461687622b0807fe33f44c35eff1062d6ea[0] update[0] and[0] refactor[0] makeatmodule/makeatpackage[0] these[0] two[0] methods[0] return[0] the[0] module[0] or[0] package[0] annotation[0] that[0] must[0] be[0] added[0] to[0] a[0] class[0] for[0] ceylon[0] metadata[0] availability[0] which[0] was[0] previously[0] contained[0] in[0] an[0] object[0] but[0] now[0] is[0] only[0] an[0] annotation[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7982 commit 41e54f296649a04f887dacc8241e4de047ac2eea classtransformer: method transformation: more refactoring 	7982 commit 41e54f296649a04f887dacc8241e4de047ac2eea classtransformer: method transformation: more refactoring	1	-1	 7982[0] commit[0] 41e54f296649a04f887dacc8241e4de047ac2eea[0] classtransformer[0] method[0] transformation[0] more[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8181 commit bec1f4eefad5dbfab015a6cd9c47d24ba35174c5 issue #564: refactor classtransformer a little more, so now we have a transformmethod(method); note this changes the order of method declarations in the transformed java 	8181 commit bec1f4eefad5dbfab015a6cd9c47d24ba35174c5 issue #564: refactor classtransformer a little more, so now we have a transformmethod(method) note this changes the order of method declarations in the transformed java	1	-1	 8181[0] commit[0] bec1f4eefad5dbfab015a6cd9c47d24ba35174c5[0] issue[0] #564[0] refactor[0] classtransformer[0] a[0] little[0] more[0] so[0] now[0] we[0] have[0] a[0] transformmethod[0] method[0] note[0] this[0] changes[0] the[0] order[0] of[0] method[0] declarations[0] in[0] the[0] transformed[0] java[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8184 commit fda0c8297f8fbdcf3f5841c3e88594b83e95e572 issue #564: refactor classtransformer.transform(tree.anymethod) so that most of it works with just the method model 	8184 commit fda0c8297f8fbdcf3f5841c3e88594b83e95e572 issue #564: refactor classtransformer.<br>transform(tree.<br>anymethod) so that most of it works with just the method model	1	-1	 8184[0] commit[0] fda0c8297f8fbdcf3f5841c3e88594b83e95e572[0] issue[0] #564[0] refactor[0] classtransformer[0] [[Sentence=-1,1=word max, 1-5]] transform[0] tree[0] [[Sentence=-1,1=word max, 1-5]] anymethod[0] so[0] that[0] most[0] of[0] it[0] works[0] with[0] just[0] the[0] method[0] model[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8281 commit 9aea88ab2043305f5910e7a41d1235c0550f3865 refactor the transformation of methods so it can be done using a separate specifier 	8281 commit 9aea88ab2043305f5910e7a41d1235c0550f3865 refactor the transformation of methods so it can be done using a separate specifier	1	-1	 8281[0] commit[0] 9aea88ab2043305f5910e7a41d1235c0550f3865[0] refactor[0] the[0] transformation[0] of[0] methods[0] so[0] it[0] can[0] be[0] done[0] using[0] a[0] separate[0] specifier[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8362 commit e939b31660c460daea63b837bec9ebc0ea57cc3e refactoring to reuse concretemembersfromsuperinterfaces() for objectdefinition and objectarguments as well as classes. 	8362 commit e939b31660c460daea63b837bec9ebc0ea57cc3e refactoring to reuse concretemembersfromsuperinterfaces( for objectdefinition and objectarguments as well as classes.	1	-1	 8362[0] commit[0] e939b31660c460daea63b837bec9ebc0ea57cc3e[0] refactoring[0] to[0] reuse[0] concretemembersfromsuperinterfaces[0] for[0] objectdefinition[0] and[0] objectarguments[0] as[0] well[0] as[0] classes[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8374 commit 10e888884e30d89778841910b733e63a393f1aad concrete interface members: refactoring to allow generating overload methods when one a model (no tree.*) is available. 	8374 commit 10e884e30d89778841910b733e63a393f1ad concrete interface members: refactoring to allow generating overload methods when one a model (no treetree is available.	2	-1	 8374[0] commit[0] 10e888884e30d89778841910b733e63a393f1aad/10e884e30d89778841910b733e63a393f1ad[0][+0.6 MultipleLetters] concrete[0] interface[0] members[0] refactoring[0] to[0] allow[0] generating[0] overload[0] methods[0] when[0] one[0] a[0] model[0] no[0] tree[0] is[0] available[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
8409 commit a43ca456869d420d87dbfc38c3ec06d8ee314b2d refactor the invocation builder, especially the namedargumentinvocationbuilder because it was getting beyond a joke. 	8409 commit a43ca456869d420d87dbfc38c3ec06d8ee314b2d refactor the invocation builder, especially the namedargumentinvocationbuilder because it was getting beyond a joke.	2	-1	 8409[0] commit[0] a43ca456869d420d87dbfc38c3ec06d8ee314b2d[0] refactor[0] the[0] invocation[0] builder[0] especially[0] the[0] namedargumentinvocationbuilder[0] because[0] it[0] was[0] getting[0] beyond[0] a[0] joke[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
8412 commit 75f9dc1a97ddb30851a3cdd33cbbc65cfc21bcc4 ceylontransformer: refactor transform(anyattribute) so we can construct an attribute with only an attribute model available (as is the case for a attributeargument). 	8412 commit 75f9dc1a97ddb30851a3cdd33cbbc65cfc21bcc4 ceylontransformer: refactor transform(anyattribute) so we can construct an attribute with only an attribute model available (as is the case for a attributeargument)	1	-1	 8412[0] commit[0] 75f9dc1a97ddb30851a3cdd33cbbc65cfc21bcc4[0] ceylontransformer[0] refactor[0] transform[0] anyattribute[0] so[0] we[0] can[0] construct[0] an[0] attribute[0] with[0] only[0] an[0] attribute[0] model[0] available[0] as[0] is[0] the[0] case[0] for[0] a[0] attributeargument[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8434 commit 275a6f10856246347c6d5a6b12c224eded9aeeb4 reflectionmodelloader: refactored class loading in every module into findclassinmodules() (#495) 	8434 commit 275a6f10856246347c6d5a6b12c224eded9aeeb4 reflectionmodelloader: refactored class loading in every module into findclassinmodules( (#495)	1	-1	 8434[0] commit[0] 275a6f10856246347c6d5a6b12c224eded9aeeb4[0] reflectionmodelloader[0] refactored[0] class[0] loading[0] in[0] every[0] module[0] into[0] findclassinmodules[0] (#495[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8446 commit 71d095963287e7eaf9ffc7be548eaf37186e3a53 abstracttransformer: refactor getdeclarationname() -  makedeclarationname() and getfqdeclarationname() -  getdeclarationname(); rewrite what was getfqdeclarationname() so that it's at least vaguely understandable. 	8446 commit 71d095963287e7eaf9ffc7be548eaf37186e3a53 abstracttransformer: refactor getdeclarationname( -  makedeclarationname( and getfqdeclarationname( -  getdeclarationname( rewrite what was getfqdeclarationname( so that it's at least vaguely understandable.	1	-2	 8446[0] commit[0] 71d095963287e7eaf9ffc7be548eaf37186e3a53[0] abstracttransformer[0] refactor[0] getdeclarationname[0] makedeclarationname[0] and[0] getfqdeclarationname[0] getdeclarationname[0] rewrite[0] what[0] was[0] getfqdeclarationname[0] so[0] that[0] it's[0] at[0] least[0] vaguely[-1] understandable[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
8512 commit 82e2eb92d62e0a2dcc98b4042c36c9e879082608 refactor 	8512 commit 82e2eb92d62e0a2dcc98b4042c36c9e879082608 refactor	1	-1	 8512[0] commit[0] 82e2eb92d62e0a2dcc98b4042c36c9e879082608[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8513 commit 91260f442e21d54f55a62bf3af9ad0bd5b7dce85 refactor 	8513 commit 91260f442e21d54f55a62bf3af9ad0bd5b7dce85 refactor	1	-1	 8513[0] commit[0] 91260f442e21d54f55a62bf3af9ad0bd5b7dce85[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8514 commit 6826e651afb31aa9a93c35c62fab4044ddde4a25 refactor 	8514 commit 6826e651afb31a9a93c35c62fab4044dde4a25 refactor	2	-1	 8514[0] commit[0] 6826e651afb31aa9a93c35c62fab4044ddde4a25/6826e651afb31a9a93c35c62fab4044dde4a25[0][+0.6 MultipleLetters] refactor[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
8515 commit 74be2c3b77e25b6b79a32282f2a960d902b09c33 refactor 	8515 commit 74be2c3b77e25b6b79a32282f2a960d902b09c33 refactor	1	-1	 8515[0] commit[0] 74be2c3b77e25b6b79a32282f2a960d902b09c33[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8516 commit f14f8f621f0a7d23cdfc2ba88581de4ffe246d4d refactor 	8516 commit f14f8f621f0a7d23cdfc2ba88581de4ffe246d4d refactor	1	-1	 8516[0] commit[0] f14f8f621f0a7d23cdfc2ba88581de4ffe246d4d[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8521 commit 30ca70b5ff698a7ef445bd5405467c2eeb6df052 refactor how we build nested classes, so that it works for local as well as inner classes. 	8521 commit 30ca70b5ff698a7ef445bd5405467c2eeb6df052 refactor how we build nested classes, so that it works for local as well as inner classes.	1	-1	 8521[0] commit[0] 30ca70b5ff698a7ef445bd5405467c2eeb6df052[0] refactor[0] how[0] we[0] build[0] nested[0] classes[0] so[0] that[0] it[0] works[0] for[0] local[0] as[0] well[0] as[0] inner[0] classes[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8537 commit 7b10b877a09392d3cb60092a62fc49de856ee55f more refactoring, encapsulating generation of idents 	8537 commit 7b10b877a09392d3cb60092a62fc49de856ee55f more refactoring, encapsulating generation of idents	1	-1	 8537[0] commit[0] 7b10b877a09392d3cb60092a62fc49de856ee55f[0] more[0] refactoring[0] encapsulating[0] generation[0] of[0] idents[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8608 commit e2fd3a12648971f2d616230e41f003670c417e35 ceylondoctooltest - small refactoring 	8608 commit e2fd3a12648971f2d616230e41f003670c417e35 ceylondoctooltest - small refactoring	1	-1	 8608[0] commit[0] e2fd3a12648971f2d616230e41f003670c417e35[0] ceylondoctooltest[0] small[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8617 commit 94e3a9e6b8c910201acd686bae969d45b51046a7 issue #478: refactor makejavatype() so that it generates type parameters for qualifying types, not just the inner-most type 	8617 commit 94e3a9e6b8c910201acd686bae969d45b51046a7 issue #478: refactor makejavatype( so that it generates type parameters for qualifying types, not just the inner-most type	1	-1	 8617[0] commit[0] 94e3a9e6b8c910201acd686bae969d45b51046a7[0] issue[0] #478[0] refactor[0] makejavatype[0] so[0] that[0] it[0] generates[0] type[0] parameters[0] for[0] qualifying[0] types[0] not[0] just[0] the[0] inner[0] most[0] type[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8658 commit 381f38767a4d03111f036e7dceaf4dfb67dc883b invocationbuilder: more refactoring of invocationbuilder 	8658 commit 381f38767a4d0311f036e7dceaf4dfb67dc883b invocationbuilder: more refactoring of invocationbuilder	1	-1	 8658[0] commit[0] 381f38767a4d03111f036e7dceaf4dfb67dc883b/381f38767a4d0311f036e7dceaf4dfb67dc883b[0] invocationbuilder[0] more[0] refactoring[0] of[0] invocationbuilder[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
