Extract Method	Translation	Positive	Negative	EmotionRationale
6832 commit ef69feed0b1edfa07ceeb2fd18a167bce0a87ea0 refactored the deployment loader code a bit to split creation of the appmodule from parsing of the related xml files. still more work to be done here, but when done it will make it way easier to support several different converstion tools. 	6832 commit ef69feed0b1edfa07ceeb2fd18a167bce0a87ea0 refactored the deployment loader code a bit to split creation of the appmodule from parsing of the related xml files.<br> still more work to be done here, but when done it will make it way easier to support several different converstion tools.	1	-1	 6832[0] commit[0] ef69feed0b1edfa07ceeb2fd18a167bce0a87ea0[0] refactored[0] the[0] deployment[0] loader[0] code[0] a[0] bit[0] to[0] split[0] creation[0] of[0] the[0] appmodule[0] from[0] parsing[0] of[0] the[0] related[0] xml[0] files[0] [[Sentence=-1,1=word max, 1-5]] still[0] more[0] work[0] to[0] be[0] done[0] here[0] but[0] when[0] done[0] it[0] will[0] make[0] it[0] way[0] easier[0] to[0] support[0] several[0] different[0] converstion[0] tools[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6971 commit 66ad131e5bb1812294f362327c3256856043913c assembler is now nicely refactored... back to the configfactory 	6971 commit 66ad131e5bb1812294f362327c3256856043913c assembler is now nicely refactored.<br> back to the configfactory	2	-1	 6971[0] commit[0] 66ad131e5bb1812294f362327c3256856043913c[0] assembler[0] is[0] now[0] nicely[1] refactored[0] [[Sentence=-1,2=word max, 1-5]] back[0] to[0] the[0] configfactory[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
7012 commit 9ff1c63396da0ee982c95560b81e2d11af6e76e1 major refactor of the config code regarding construction of services 	7012 commit 9ff1c63396da0ee982c95560b81e2d11af6e76e1 major refactor of the config code regarding construction of services	1	-1	 7012[0] commit[0] 9ff1c63396da0ee982c95560b81e2d11af6e76e1[0] major[0] refactor[0] of[0] the[0] config[0] code[0] regarding[0] construction[0] of[0] services[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7753 commit fd0c0b03afac12477e19ab386e2362b408162cab major refactor split container into an object to represent a deployed ejb and a set of shared containers which process invocations introduced interface between cmp container and cmp engine 	7753 commit fd0c0b03afac12477e19ab386e2362b408162cab major refactor split container into an object to represent a deployed ejb and a set of shared containers which process invocations introduced interface between cmp container and cmp engine	1	-1	 7753[0] commit[0] fd0c0b03afac12477e19ab386e2362b408162cab[0] major[0] refactor[0] split[0] container[0] into[0] an[0] object[0] to[0] represent[0] a[0] deployed[0] ejb[0] and[0] a[0] set[0] of[0] shared[0] containers[0] which[0] process[0] invocations[0] introduced[0] interface[0] between[0] cmp[0] container[0] and[0] cmp[0] engine[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7826 commit 97b29ca4f41d914591eb13341223abaccfde6c6e updated for new launching concept. removed all unused scripts, all unecessary text files and all references to unused code, like corba. all scripts have been updated to use the new launch concept. scripts could be refactored a bit to utilize the new launcher a bit better but for flow control, the scripts have been kept as-is in this respect. 	7826 commit 97b29ca4f41d914591eb13341223abaccfde6c6e updated for new launching concept.<br> removed all unused scripts, all unecessary text files and all references to unused code, like corba.<br> all scripts have been updated to use the new launch concept.<br> scripts could be refactored a bit to utilize the new launcher a bit better but for flow control, the scripts have been kept as-is in this respect.	3	-1	 7826[0] commit[0] 97b29ca4f41d914591eb13341223abaccfde6c6e[0] updated[0] for[0] new[0] launching[0] concept[0] [[Sentence=-1,1=word max, 1-5]] removed[0] all[0] unused[0] scripts[0] all[0] unecessary[0] text[0] files[0] and[0] all[0] references[0] to[0] unused[0] code[0] like[0] corba[0] [[Sentence=-1,1=word max, 1-5]] all[0] scripts[0] have[0] been[0] updated[0] to[0] use[0] the[0] new[0] launch[0] concept[0] [[Sentence=-1,1=word max, 1-5]] scripts[0] could[0] be[0] refactored[0] a[0] bit[0] to[0] utilize[0] the[0] new[0] launcher[0] a[0] bit[0] better[0] but[0] for[0] flow[0] control[0] the[0] scripts[0] have[0] been[0] kept[0] as[0] is[0] in[0] this[0] respect[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
8566 commit 91b82225e452e77150c07e8b2b505a3356dd71a7 geronimo-371, 393, 372. refactor jsr-77 naming and restructure specification of ref names to parallel jsr-77 	8566 commit 91b8225e452e77150c07e8b2b505a3356dd71a7 geronimo-371, 393, 372.<br> refactor jsr-77 naming and restructure specification of ref names to parallel jsr-77	1	-1	 8566[0] commit[0] 91b82225e452e77150c07e8b2b505a3356dd71a7/91b8225e452e77150c07e8b2b505a3356dd71a7[0] geronimo[0] -371[0] 393[0] 372[0] [[Sentence=-1,1=word max, 1-5]] refactor[0] jsr[0] -77[0] naming[0] and[0] restructure[0] specification[0] of[0] ref[0] names[0] to[0] parallel[0] jsr[0] -77[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8915 commit 70d670c072af1d792e9989f2213e682844d3be70 refactored containers to make room for deployer method signature arrays now contain the interface signatures instead of the bean signatures replaced type specific containers with a single genericcontainer fixed usertransaction handling and life-cycle fixed entity bean life-cycle 	8915 commit 70d670c072af1d792e9989f2213e682844d3be70 refactored containers to make room for deployer method signature arrays now contain the interface signatures instead of the bean signatures replaced type specific containers with a single genericcontainer fixed usertransaction handling and life-cycle fixed entity bean life-cycle	1	-1	 8915[0] commit[0] 70d670c072af1d792e9989f2213e682844d3be70[0] refactored[0] containers[0] to[0] make[0] room[0] for[0] deployer[0] method[0] signature[0] arrays[0] now[0] contain[0] the[0] interface[0] signatures[0] instead[0] of[0] the[0] bean[0] signatures[0] replaced[0] type[0] specific[0] containers[0] with[0] a[0] single[0] genericcontainer[0] fixed[0] usertransaction[0] handling[0] and[0] life[0] cycle[0] fixed[0] entity[0] bean[0] life[0] cycle[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9023 commit a4af1295b8f9aba3603012191a23f97bcb2bba75 refactored the parsemultipart method for better performance 	9023 commit a4af1295b8f9aba3603012191a23f97bcb2bba75 refactored the parsemultipart method for better performance	1	-1	 9023[0] commit[0] a4af1295b8f9aba3603012191a23f97bcb2bba75[0] refactored[0] the[0] parsemultipart[0] method[0] for[0] better[0] performance[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9302 commit df324da63d5da2b018edb3ab616bab7d577b5404 [fix #17][stateful] encreference. opened up access to java:comp/ejb [fix #18][stateful] statefulinstancemanager. greatly cleaned up the lru queue and bulk passivation. [fix #19][stateful] statefulcontainer. added logging, some better exception handling. [fix #20][stateful] simplepassivator. passivates instances to a temporary directory if a sessions directory is not specified. logging statements added when passivating and activating. all important exceptions are logged. better exception handling. [fix #21][stateful] beanentry. code clean up. 	9302 commit df324da63d5da2b018edb3ab616bab7d577b5404 [fix #17][stateful] encreference.<br> opened up access to java:comp/ejb [fix #18][stateful] statefulinstancemanager.<br> greatly cleaned up the lru queue and bulk passivation.<br> [fix #19][stateful] statefulcontainer.<br> added logging, some better exception handling.<br> [fix #20][stateful] simplepassivator.<br> passivates instances to a temporary directory if a sessions directory is not specified.<br> logging statements added when passivating and activating.<br> all important exceptions are logged.<br> better exception handling.<br> [fix #21][stateful] beanentry.<br> code clean up.	3	-1	 9302[0] commit[0] df324da63d5da2b018edb3ab616bab7d577b5404[0] [fix[0] #17][stateful][0] encreference[0] [[Sentence=-1,1=word max, 1-5]] opened[0] up[0] access[0] to[0] java[0] comp/ejb[0] [fix[0] #18][stateful][0] statefulinstancemanager[0] [[Sentence=-1,1=word max, 1-5]] greatly[2] cleaned[0] up[0] the[0] lru[0] queue[0] and[0] bulk[0] passivation[0] [[Sentence=-1,3=word max, 1-5]] [fix[0] #19][stateful][0] statefulcontainer[0] [[Sentence=-1,1=word max, 1-5]] added[0] logging[0] some[0] better[0] exception[0] handling[0] [[Sentence=-1,1=word max, 1-5]] [fix[0] #20][stateful][0] simplepassivator[0] [[Sentence=-1,1=word max, 1-5]] passivates[0] instances[0] to[0] a[0] temporary[0] directory[0] if[0] a[0] sessions[0] directory[0] is[0] not[0] specified[0] [[Sentence=-1,1=word max, 1-5]] logging[0] statements[0] added[0] when[0] passivating[0] and[0] activating[0] [[Sentence=-1,1=word max, 1-5]] all[0] important[0] exceptions[0] are[0] logged[0] [[Sentence=-1,1=word max, 1-5]] better[0] exception[0] handling[0] [[Sentence=-1,1=word max, 1-5]] [fix[0] #21][stateful][0] beanentry[0] [[Sentence=-1,1=word max, 1-5]] code[0] clean[0] up[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
9501 commit c8ffbb0b1eb41f2854a8432f47d3fc969e9d7f96 made all methods non-static to allow overriding in sub classes. added a backward compatible way of loading container classes. refactored assembledeploymentinfo to provide a hook for tyrexclassicassembler that avoids code duplication. 	9501 commit c8ffbb0b1eb41f2854a8432f47d3fc969e9d7f96 made all methods non-static to allow overriding in sub classes.<br> added a backward compatible way of loading container classes.<br> refactored assembledeploymentinfo to provide a hook for tyrexclassicassembler that avoids code duplication.	1	-2	 9501[0] commit[0] c8ffbb0b1eb41f2854a8432f47d3fc969e9d7f96[0] made[0] all[0] methods[0] non[0] static[0] to[0] allow[0] overriding[0] in[0] sub[0] classes[0] [[Sentence=-1,1=word max, 1-5]] added[0] a[0] backward[0] compatible[0] way[0] of[0] loading[0] container[0] classes[0] [[Sentence=-1,1=word max, 1-5]] refactored[0] assembledeploymentinfo[0] to[0] provide[0] a[0] hook[0] for[0] tyrexclassicassembler[0] that[0] avoids[-1] code[0] duplication[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
9536 commit 9c7df6cfb2487364e72c6193fd2816a562e96527 refactoring the encreference. will be adding better support for getting references from other namespaces. this will be used for a cleaner integration with tyrex. 	9536 commit 9c7df6cfb2487364e72c6193fd2816a562e96527 refactoring the encreference.<br> will be adding better support for getting references from other namespaces.<br> this will be used for a cleaner integration with tyrex.	1	-1	 9536[0] commit[0] 9c7df6cfb2487364e72c6193fd2816a562e96527[0] refactoring[0] the[0] encreference[0] [[Sentence=-1,1=word max, 1-5]] will[0] be[0] adding[0] better[0] support[0] for[0] getting[0] references[0] from[0] other[0] namespaces[0] [[Sentence=-1,1=word max, 1-5]] this[0] will[0] be[0] used[0] for[0] a[0] cleaner[0] integration[0] with[0] tyrex[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
