Rename Class	Translation	Positive	Negative	EmotionRationale
1513 commit 7d7b8fb5d49f986d0e01619829ae3f4f82df46ce adt: refactor common parts of the editordelegates. change-id: i439a81f8c05cacc257697d2cb0ac7f1e99b65439 	1513 commit 7d7b8fb5d49f986d0e01619829ae3f4f82df46ce adt: refactor common parts of the editordelegates.<br> change-id: i439a81f8c05cacc257697d2cb0ac7f1e99b65439	1	-1	 1513[0] commit[0] 7d7b8fb5d49f986d0e01619829ae3f4f82df46ce[0] adt[0] refactor[0] common[0] parts[0] of[0] the[0] editordelegates[0] [[Sentence=-1,1=word max, 1-5]] change[0] id[0] i439a81f8c05cacc257697d2cb0ac7f1e99b65439[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
1581 commit 581ca2e75fd638f6e95570ac54ff9e6b7b7cde84 extract positional xml parser into common and fix encoding issues the xml dom parser used by the lint cli driver (which tracks positions) is needed outside of lint, so pull it out of the lint/cli project, and refactor it such that it does not directly reference the lint position apis (but can utilize them when subclassed in lint). in addition, handle non-utf-8 file encodings. xml files can be encoded in other character sets, and can specify this via the encoding attribute in the xml prologue. until now, the cli lint runner would just read the xml file contents in using the default encoding and parse this. now there's a new utility method which takes a byte[] and infers the desired encoding and uses that to convert the byte[] into a string using the correct encoding. (we can't just pass an inputstream and let the sax parser handle this on its own because the xml parser needs to access the character stream in order to assign correct node offsets.) this code now also handles the byte order mark more cleanly. there are some new unit tests too to check the new encoding, bom and offset handling. change-id: ib0badbbe72172e3408c6d5af2413be51280a7724 	1581 commit 581ca2e75fd638f6e95570ac54ff9e6b7b7cde84 extract positional xml parser into common and fix encoding issues the xml dom parser used by the lint cli driver (which tracks positions) is needed outside of lint, so pull it out of the lint/cli project, and refactor it such that it does not directly reference the lint position apis (but can utilize them when subclassed in lint)<br> in addition, handle non-utf-8 file encodings.<br> xml files can be encoded in other character sets, and can specify this via the encoding attribute in the xml prologue.<br> until now, the cli lint runner would just read the xml file contents in using the default encoding and parse this.<br> now there's a new utility method which takes a byte[] and infers the desired encoding and uses that to convert the byte[] into a string using the correct encoding.<br> (we can't just pass an inputstream and let the sax parser handle this on its own because the xml parser needs to access the character stream in order to assign correct node offsets.<br> this code now also handles the byte order mark more cleanly.<br> there are some new unit tests too to check the new encoding, bom and offset handling.<br> change-id: ib0badbbe72172e3408c6d5af2413be51280a7724	1	-2	 1581[0] commit[0] 581ca2e75fd638f6e95570ac54ff9e6b7b7cde84[0] extract[0] positional[0] xml[0] parser[0] into[0] common[0] and[0] fix[0] encoding[0] issues[0] the[0] xml[0] dom[0] parser[0] used[0] by[0] the[0] lint[0] cli[0] driver[0] which[0] tracks[0] positions[0] is[0] needed[0] outside[0] of[0] lint[0] so[0] pull[0] it[0] out[0] of[0] the[0] lint/cli[0] project[0] and[0] refactor[0] it[0] such[0] that[0] it[0] does[0] not[0] directly[0] reference[0] the[0] lint[0] position[0] apis[0] but[0] can[0] utilize[0] them[0] when[0] subclassed[0] in[0] lint[0] [[Sentence=-1,1=word max, 1-5]] in[0] addition[0] handle[0] non[0] utf[0] -8[0] file[0] encodings[0] [[Sentence=-1,1=word max, 1-5]] xml[0] files[0] can[0] be[0] encoded[0] in[0] other[0] character[0] sets[0] and[0] can[0] specify[0] this[0] via[0] the[0] encoding[0] attribute[0] in[0] the[0] xml[0] prologue[0] [[Sentence=-1,1=word max, 1-5]] until[0] now[0] the[0] cli[0] lint[0] runner[0] would[0] just[0] read[0] the[0] xml[0] file[0] contents[0] in[0] using[0] the[0] default[-1] encoding[0] and[0] parse[0] this[0] [[Sentence=-2,1=word max, 1-5]] now[0] there's[0] a[0] new[0] utility[0] method[0] which[0] takes[0] a[0] byte[][0] and[0] infers[0] the[0] desired[0] encoding[0] and[0] uses[0] that[0] to[0] convert[0] the[0] byte[][0] into[0] a[0] string[0] using[0] the[0] correct[0] encoding[0] [[Sentence=-1,1=word max, 1-5]] we[0] can't[0] just[0] pass[0] an[0] inputstream[0] and[0] let[0] the[0] sax[0] parser[0] handle[0] this[0] on[0] its[0] own[0] because[0] the[0] xml[0] parser[0] needs[0] to[0] access[0] the[0] character[0] stream[0] in[0] order[0] to[0] assign[0] correct[0] node[0] offsets[0] [[Sentence=-1,1=word max, 1-5]] this[0] code[0] now[0] also[0] handles[0] the[0] byte[0] order[0] mark[0] more[0] cleanly[0] [[Sentence=-1,1=word max, 1-5]] there[0] are[0] some[0] new[0] unit[0] tests[0] too[0] to[0] check[0] the[0] new[0] encoding[0] bom[0] and[0] offset[0] handling[0] [[Sentence=-1,1=word max, 1-5]] change[0] id[0] ib0badbbe72172e3408c6d5af2413be51280a7724[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
1713 commit 3ce45b249f898697ae82e8c6dd045966227f3438 lint infrastructure improvements this changeset fixes a bunch of issues in the infrastructure: (1) it cleans up the context class quite a bit. it had some hardcoded xml stuff in it, which is now in a separate xmlcontext class (and there will be a javacontext class in the java support cl). it also hides a bunch of public fields, cleans up some unused stuff, and introduces a couple of wrapper methods to make detector code cleaner; in particular, rather than calling context.client.report(context, ... you can now just call context.report(... and similarly there are wrappers for logging and checking for disabled issues. (2) the iparser interface is renamed to idomparser since in the next cl there will also be an ijavaparser. some other related cleanup. (3) there is now a "location.handle" interface. this allows detectors to create light-weight location holders, and later on call handle.resolve() to create a full-fledged location. this is useful when detectors don't yet know whether they'll need a location for a node, but want to store it for later in case they do. as an example, the unused resource detector creates location handles for declaration and only resolves full locations for those that are found to be unused. locations can now carry custom messages. for example, for a duplicate id error, the secondary location now contains a "original declaration here" message. and the cli and html reports now include alternate locations in the output. some other location cleanup too; using factory methods to make the code cleaner, some default implementations that can be shared, etc. (4) there's a new sdk info class intended to provide sdk information from a tool client (such as resource resolution). it currently just contains parent-view information, used for the obsoletelayoutparams detector and an upcoming cl for a viewtypedetector. (5) the detector class now provides dummy implementations for the inner-interfaces, so we no longer need the adapter classes. this makes it easy to implement the xmlscanner or javascanner interfaces without needing to also stub out a bunch of methods. change-id: i4b3aaabe51febb25b000f9086703653bea6cf7c9 	1713 commit 3ce45b249f898697ae82e8c6dd045966227f3438 lint infrastructure improvements this changeset fixes a bunch of issues in the infrastructure: (1) it cleans up the context class quite a bit.<br> it had some hardcoded xml stuff in it, which is now in a separate xmlcontext class (and there will be a javacontext class in the java support cl)<br> it also hides a bunch of public fields, cleans up some unused stuff, and introduces a couple of wrapper methods to make detector code cleaner; in particular, rather than calling context.<br>client.<br>report(context, .<br> you can now just call context.<br>report(<br> and similarly there are wrappers for logging and checking for disabled issues.<br> (2) the iparser interface is renamed to idomparser since in the next cl there will also be an ijavaparser.<br> some other related cleanup.<br> (3) there is now a "location.<br>handle" interface.<br> this allows detectors to create light-weight location holders, and later on call handle.<br>resolve( to create a full-fledged location.<br> this is useful when detectors don't yet know whether they'll need a location for a node, but want to store it for later in case they do.<br> as an example, the unused resource detector creates location handles for declaration and only resolves full locations for those that are found to be unused.<br> locations can now carry custom messages.<br> for example, for a duplicate id error, the secondary location now contains a "original declaration here" message.<br> and the cli and html reports now include alternate locations in the output.<br> some other location cleanup too; using factory methods to make the code cleaner, some default implementations that can be shared, etc.<br> (4) there's a new sdk info class intended to provide sdk information from a tool client (such as resource resolution)<br> it currently just contains parent-view information, used for the obsoletelayoutparams detector and an upcoming cl for a viewtypedetector.<br> (5) the detector class now provides dummy implementations for the inner-interfaces, so we no longer need the adapter classes.<br> this makes it easy to implement the xmlscanner or javascanner interfaces without needing to also stub out a bunch of methods.<br> change-id: i4b3abe51febb25b00f9086703653bea6cf7c9	2	-1	 1713[0] commit[0] 3ce45b249f898697ae82e8c6dd045966227f3438[0] lint[0] infrastructure[0] improvements[1] this[0] changeset[0] fixes[0] a[0] bunch[0] of[0] issues[0] in[0] the[0] infrastructure[0] (1[0] it[0] cleans[0] up[0] the[0] context[0] class[0] quite[0] a[0] bit[0] [[Sentence=-1,2=word max, 1-5]] it[0] had[0] some[0] hardcoded[0] xml[0] stuff[0] in[0] it[0] which[0] is[0] now[0] in[0] a[0] separate[0] xmlcontext[0] class[0] and[0] there[0] will[0] be[0] a[0] javacontext[0] class[0] in[0] the[0] java[0] support[0] cl[0] [[Sentence=-1,1=word max, 1-5]] it[0] also[0] hides[0] a[0] bunch[0] of[0] public[0] fields[0] cleans[0] up[0] some[0] unused[0] stuff[0] and[0] introduces[0] a[0] couple[0] of[0] wrapper[0] methods[0] to[0] make[0] detector[0] code[0] cleaner[0] in[0] particular[0] rather[0] than[0] calling[0] context[0] [[Sentence=-1,1=word max, 1-5]] client[0] [[Sentence=-1,1=word max, 1-5]] report[0] context[0] [[Sentence=-1,1=word max, 1-5]] you[0] can[0] now[0] just[0] call[0] context[0] [[Sentence=-1,1=word max, 1-5]] report[0] [[Sentence=-1,1=word max, 1-5]] and[0] similarly[0] there[0] are[0] wrappers[0] for[0] logging[0] and[0] checking[0] for[0] disabled[0] issues[0] [[Sentence=-1,1=word max, 1-5]] (2[0] the[0] iparser[0] interface[0] is[0] renamed[0] to[0] idomparser[0] since[0] in[0] the[0] next[0] cl[0] there[0] will[0] also[0] be[0] an[0] ijavaparser[0] [[Sentence=-1,1=word max, 1-5]] some[0] other[0] related[0] cleanup[0] [[Sentence=-1,1=word max, 1-5]] (3[0] there[0] is[0] now[0] a[0] location[0] [[Sentence=-1,1=word max, 1-5]] handle[0] interface[0] [[Sentence=-1,1=word max, 1-5]] this[0] allows[0] detectors[0] to[0] create[0] light[0] weight[0] location[0] holders[0] and[0] later[0] on[0] call[0] handle[0] [[Sentence=-1,1=word max, 1-5]] resolve[0] to[0] create[0] a[0] full[0] fledged[0] location[0] [[Sentence=-1,1=word max, 1-5]] this[0] is[0] useful[1] when[0] detectors[0] don't[0] yet[0] know[0] whether[0] they'll[0] need[0] a[0] location[0] for[0] a[0] node[0] but[0] want[0] to[0] store[0] it[0] for[0] later[0] in[0] case[0] they[0] do[0] [[Sentence=-1,2=word max, 1-5]] as[0] an[0] example[0] the[0] unused[0] resource[0] detector[0] creates[0] location[0] handles[0] for[0] declaration[0] and[0] only[0] resolves[1] full[0] locations[0] for[0] those[0] that[0] are[0] found[0] to[0] be[0] unused[0] [[Sentence=-1,2=word max, 1-5]] locations[0] can[0] now[0] carry[0] custom[0] messages[0] [[Sentence=-1,1=word max, 1-5]] for[0] example[0] for[0] a[0] duplicate[0] id[0] error[0] the[0] secondary[0] location[0] now[0] contains[0] a[0] original[0] declaration[0] here[0] message[0] [[Sentence=-1,1=word max, 1-5]] and[0] the[0] cli[0] and[0] html[0] reports[0] now[0] include[0] alternate[0] locations[0] in[0] the[0] output[0] [[Sentence=-1,1=word max, 1-5]] some[0] other[0] location[0] cleanup[0] too[0] using[0] factory[0] methods[0] to[0] make[0] the[0] code[0] cleaner[0] some[0] default[-1][--1 LastWordBoosterStrength] implementations[0] that[0] can[0] be[0] shared[0] etc[0] [[Sentence=-1,1=word max, 1-5]] (4[0] there's[0] a[0] new[0] sdk[0] info[0] class[0] intended[0] to[0] provide[0] sdk[0] information[0] from[0] a[0] tool[0] client[0] such[0] as[0] resource[0] resolution[0] [[Sentence=-1,1=word max, 1-5]] it[0] currently[0] just[0] contains[0] parent[0] view[0] information[0] used[0] for[0] the[0] obsoletelayoutparams[0] detector[0] and[0] an[0] upcoming[0] cl[0] for[0] a[0] viewtypedetector[0] [[Sentence=-1,1=word max, 1-5]] (5[0] the[0] detector[0] class[0] now[0] provides[0] dummy[0] implementations[0] for[0] the[0] inner[0] interfaces[0] so[0] we[0] no[0] longer[0] need[0] the[0] adapter[0] classes[0] [[Sentence=-1,1=word max, 1-5]] this[0] makes[0] it[0] easy[0] to[0] implement[0] the[0] xmlscanner[0] or[0] javascanner[0] interfaces[0] without[0] needing[0] to[0] also[0] stub[0] out[0] a[0] bunch[0] of[0] methods[0] [[Sentence=-1,1=word max, 1-5]] change[0] id[0] i4b3aaabe51febb25b000f9086703653bea6cf7c9/i4b3abe51febb25b00f9086703653bea6cf7c9[0][+0.6 MultipleLetters] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
3087 commit 52b554f195bbd9e6ee82b4a5c1cc3c7f4347523b split packagespage and packageloader inner classes. packagespage and packageloader have quite a number of inner classes. this splits them in separate package-protected classes, making the page source a tad shorter. this is a pure refactoring move/rename. no logic is modified. change-id: i88885aed40e34bd28de4b1ea4e1de66ea2ed89b8 	3087 commit 52b554f195bbd9e6ee82b4a5c1cc3c7f4347523b split packagespage and packageloader inner classes.<br> packagespage and packageloader have quite a number of inner classes.<br> this splits them in separate package-protected classes, making the page source a tad shorter.<br> this is a pure refactoring move/rename.<br> no logic is modified.<br> change-id: i885aed40e34bd28de4b1ea4e1de66ea2ed89b8	2	-2	 3087[0] commit[0] 52b554f195bbd9e6ee82b4a5c1cc3c7f4347523b[0] split[0] packagespage[0] and[0] packageloader[0] inner[0] classes[0] [[Sentence=-1,1=word max, 1-5]] packagespage[0] and[0] packageloader[0] have[0] quite[0] a[0] number[0] of[0] inner[0] classes[0] [[Sentence=-1,1=word max, 1-5]] this[0] splits[0] them[0] in[0] separate[0] package[0] protected[0] classes[0] making[0] the[0] page[0] source[-1] a[0] tad[0] shorter[0] [[Sentence=-2,1=word max, 1-5]] this[0] is[0] a[0] pure[0] refactoring[0] move/rename[0] [[Sentence=-1,1=word max, 1-5]] no[0] logic[0] is[0] modified[0] [[Sentence=-1,1=word max, 1-5]] change[0] id[0] i88885aed40e34bd28de4b1ea4e1de66ea2ed89b8/i885aed40e34bd28de4b1ea4e1de66ea2ed89b8[0][+0.6 MultipleLetters] [[Sentence=-1,2=word max, 1-5]][[[2,-2 max of sentences]]]
3302 commit 890caaaa39b983b44a528e96da046a402dff39d5 merge: c233709 8c09f35 merge "refactored monkeyrunner to use chimpchat" 	3302 commit 890ca39b983b44a528e96da046a402dff39d5 merge: c233709 8c09f35 merge "refactored monkeyrunner to use chimpchat"	2	-1	 3302[0] commit[0] 890caaaa39b983b44a528e96da046a402dff39d5/890ca39b983b44a528e96da046a402dff39d5[0][+0.6 MultipleLetters] merge[0] c233709[0] 8c09f35[0] merge[0] refactored[0] monkeyrunner[0] to[0] use[0] chimpchat[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
3325 commit 8c09f35fe02c38c18f8f7b9e0a531d6ac158476e refactored monkeyrunner to use chimpchat change-id: icbe5bcb066021d578faae43aa49b58ab1595870b 	3325 commit 8c09f35fe02c38c18f8f7b9e0a531d6ac158476e refactored monkeyrunner to use chimpchat change-id: icbe5bcb066021d578fae43a49b58ab1595870b	2	-1	 3325[0] commit[0] 8c09f35fe02c38c18f8f7b9e0a531d6ac158476e[0] refactored[0] monkeyrunner[0] to[0] use[0] chimpchat[0] change[0] id[0] icbe5bcb066021d578faae43aa49b58ab1595870b/icbe5bcb066021d578fae43a49b58ab1595870b[0][+0.6 MultipleLetters] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
3474 commit e67970189bad5e7cc04db1c41481e85c514d4397 merge: 5919901 9f5f7f1 merge "sdkmanager: refactor name of updaterwindow." 	3474 commit e67970189bad5e7cc04db1c41481e85c514d4397 merge: 5919901 9f5f7f1 merge "sdkmanager: refactor name of updaterwindow.	1	-1	 3474[0] commit[0] e67970189bad5e7cc04db1c41481e85c514d4397[0] merge[0] 5919901[0] 9f5f7f1[0] merge[0] sdkmanager[0] refactor[0] name[0] of[0] updaterwindow[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3475 commit 9f5f7f1bba88a85f9fbb827e36cbc93d4a8bb499 sdkmanager: refactor name of updaterwindow. since the sdkmanager now contains separate windows for the "sdk updater" versus the "avd manager", the various updaterwindow classes are renamed to sdkupdatewindow. we already have now a standalone avdmanagerwindow that matches this pattern. this is a pure refactoring/renaming cl with no workflow change whatsoever. change-id: i18ecb6aa33b7e9bd2294a959b371b424d03b2060 	3475 commit 9f5f7f1bba88a85f9fbb827e36cbc93d4a8bb499 sdkmanager: refactor name of updaterwindow.<br> since the sdkmanager now contains separate windows for the "sdk updater" versus the "avd manager" the various updaterwindow classes are renamed to sdkupdatewindow.<br> we already have now a standalone avdmanagerwindow that matches this pattern.<br> this is a pure refactoring/renaming cl with no workflow change whatsoever.<br> change-id: i18ecb6a33b7e9bd2294a959b371b424d03b2060	1	-1	 3475[0] commit[0] 9f5f7f1bba88a85f9fbb827e36cbc93d4a8bb499[0] sdkmanager[0] refactor[0] name[0] of[0] updaterwindow[0] [[Sentence=-1,1=word max, 1-5]] since[0] the[0] sdkmanager[0] now[0] contains[0] separate[0] windows[0] for[0] the[0] sdk[0] updater[0] versus[0] the[0] avd[0] manager[0] the[0] various[0] updaterwindow[0] classes[0] are[0] renamed[0] to[0] sdkupdatewindow[0] [[Sentence=-1,1=word max, 1-5]] we[0] already[0] have[0] now[0] a[0] standalone[0] avdmanagerwindow[0] that[0] matches[0] this[0] pattern[0] [[Sentence=-1,1=word max, 1-5]] this[0] is[0] a[0] pure[0] refactoring/renaming[0] cl[0] with[0] no[0] workflow[0] change[0] whatsoever[0] [[Sentence=-1,1=word max, 1-5]] change[0] id[0] i18ecb6aa33b7e9bd2294a959b371b424d03b2060/i18ecb6a33b7e9bd2294a959b371b424d03b2060[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3772 commit 9920695ea25aec4589d28c88f8874c86a6e908af separate monkeyrunner core logic refactored the monkeyrunner code to separate core logic from the jython wrapper. the core logic is now usable directly from java w/o the pollution from jython. the existing monkeyrunner classes are now just a thin and dumb wrapper atop the core. change-id: i6ef18ea92e0e9284c1fde949b4efb0e2e7170e57 	3772 commit 9920695ea25aec4589d28c88f8874c86a6e908af separate monkeyrunner core logic refactored the monkeyrunner code to separate core logic from the jython wrapper.<br> the core logic is now usable directly from java w/o the pollution from jython.<br> the existing monkeyrunner classes are now just a thin and dumb wrapper atop the core.<br> change-id: i6ef18ea92e0e9284c1fde949b4efb0e2e7170e57	1	-2	 3772[0] commit[0] 9920695ea25aec4589d28c88f8874c86a6e908af[0] separate[0] monkeyrunner[0] core[0] logic[0] refactored[0] the[0] monkeyrunner[0] code[0] to[0] separate[0] core[0] logic[0] from[0] the[0] jython[0] wrapper[0] [[Sentence=-1,1=word max, 1-5]] the[0] core[0] logic[0] is[0] now[0] usable[0] directly[0] from[0] java[0] w/o[0] the[0] pollution[-1] from[0] jython[0] [[Sentence=-2,1=word max, 1-5]] the[0] existing[0] monkeyrunner[0] classes[0] are[0] now[0] just[0] a[0] thin[0] and[0] dumb[-1] wrapper[0] atop[0] the[0] core[0] [[Sentence=-2,1=word max, 1-5]] change[0] id[0] i6ef18ea92e0e9284c1fde949b4efb0e2e7170e57[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
4633 commit 18284d7b4da35a990268f51cdab0abc3a8e6e061 merge: 77e0fde 95b17a5 merge "layoutlib api refactoring" 	4633 commit 18284d7b4da35a990268f51cdab0abc3a8e6e061 merge: 77e0fde 95b17a5 merge "layoutlib api refactoring"	1	-1	 4633[0] commit[0] 18284d7b4da35a990268f51cdab0abc3a8e6e061[0] merge[0] 77e0fde[0] 95b17a5[0] merge[0] layoutlib[0] api[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4634 commit 95b17a5e62eeeb7b38ef668508df43a1ee9e0880 layoutlib api refactoring change-id: i40abba4c4f786755c2a1c0e70df4d7bc08e2bcde 	4634 commit 95b17a5e62eeb7b38ef668508df43a1ee9e0880 layoutlib api refactoring change-id: i40abba4c4f786755c2a1c0e70df4d7bc08e2bcde	1	-1	 4634[0] commit[0] 95b17a5e62eeeb7b38ef668508df43a1ee9e0880/95b17a5e62eeb7b38ef668508df43a1ee9e0880[0] layoutlib[0] api[0] refactoring[0] change[0] id[0] i40abba4c4f786755c2a1c0e70df4d7bc08e2bcde[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4653 commit a59d9536fc130d649fba4d964636e6901b7e03e3 merge: b782d47 671d475 merge "refactor: rename palettecomposite into palettecontrol" 	4653 commit a59d9536fc130d649fba4d964636e6901b7e03e3 merge: b782d47 671d475 merge "refactor: rename palettecomposite into palettecontrol"	1	-1	 4653[0] commit[0] a59d9536fc130d649fba4d964636e6901b7e03e3[0] merge[0] b782d47[0] 671d475[0] merge[0] refactor[0] rename[0] palettecomposite[0] into[0] palettecontrol[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4654 commit 671d47558838b7c4c01b0830c251f18125fd89ce refactor: rename palettecomposite into palettecontrol change-id: i7ce573d729255a07a65857a7f17d6a1cbb7f96d8 	4654 commit 671d47558838b7c4c01b0830c251f18125fd89ce refactor: rename palettecomposite into palettecontrol change-id: i7ce573d729255a07a65857a7f17d6a1cbb7f96d8	1	-1	 4654[0] commit[0] 671d47558838b7c4c01b0830c251f18125fd89ce[0] refactor[0] rename[0] palettecomposite[0] into[0] palettecontrol[0] change[0] id[0] i7ce573d729255a07a65857a7f17d6a1cbb7f96d8[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5068 commit b293bb776f0e48674fb5f6e6a822a23011dab305 merge: 12479c5 83dba50 merge "add gesture support, marquee selection, and refactoring" 	5068 commit b293bb776f0e48674fb5f6e6a822a23011dab305 merge: 12479c5 83dba50 merge "add gesture support, marquee selection, and refactoring"	1	-1	 5068[0] commit[0] b293bb776f0e48674fb5f6e6a822a23011dab305[0] merge[0] 12479c5[0] 83dba50[0] merge[0] add[0] gesture[0] support[0] marquee[0] selection[0] and[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
